ori9,class,evidence,source
MNDI02300,installation,UPPER SIOUX COMMUNITY; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
MNDI02400,installation,MILLE LACS TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
MNDI05000,installation,RED LAKE AGENCY; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
MNDI05100,installation,NETT LAKE TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
MNDI06000,installation,LOWER SIOUX TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
MNDI07000,installation,FOND DU LAC TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
MNDOA0100,installation,US FOREST SERVICE DULUT; regional federal-land enforcement has a mappable land footprint,agency_master.parquet; agency_year_observations.parquet
MNFBIMP00,national_hq,FBI MINNEAPOLIS; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
MNKST0000,national_hq,FBI MINNEAPOLIS FIELD OF; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
MNUSM0100,national_hq,US MARSHALS SERVICE MIN; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
MOATF0100,national_hq,BUREAU OF ATF DIST CAPE; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
MOATF0200,national_hq,BUREAU OF ATF DIST OFF K; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
MOATF0600,national_hq,BUREAU OF ATF SPRINGFIEL; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
MOATFSL00,national_hq,BUREAU OF ATF DIST OFF S; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
MODI00100,installation,JEFFERSON NEM NHS; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
MODI00200,installation,OZARK NSR; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
MODI00300,installation,GEORGE WASH CARVER NM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
MODI00400,installation,WILSONS CREEK NB; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
MODOAKC00,national_hq,US Department of Agriculture OIG investigative caseload has no installation policing footprint,FBI NIBRS 2024 Table 40 federal section; SRS agency panel
MOFBIKC00,national_hq,FBI KANSAS CITY; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
MOFBISL00,national_hq,FBI ST LOUIS; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
MOUSM0200,national_hq,U S MARSHALS SERVICE S; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
MSATF0700,national_hq,BUREAU OF ATF OXFORD; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
MSATF0800,national_hq,BUREAU OF ATF GULFPORT; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
MSATFJN00,national_hq,BUREAU OF ATF JACKSON; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
MSDI00100,installation,NATCHEZ TRACE PARKWAY; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
MSDI00200,installation,GULF ISLANDS NS; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
MSDI00300,installation,BRICES CROSS ROADS NBS; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
MSDI00400,installation,TUPELO NB; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
MSDI00500,installation,VICKSBURG NMP NC; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
MSDI05000,installation,CHOCTAW TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
MSDI06000,installation,NATIONAL PARK SERVICE O; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
MSFBIJN00,national_hq,FBI JACKSON; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
MTATF0200,national_hq,BUREAU OF ATF HELENA; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
MTATF0300,national_hq,BUREAU OF ATF BILLINGS; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
MTDI00000,installation,FLATHEAD TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
MTDI00100,installation,GLACIER NP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
MTDI00200,installation,BIGHORN CANYON NRA; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
MTDI00300,installation,YELLOWSTONE NP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
MTDI00400,installation,BIG HOLE NB; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
MTDI00500,installation,CUSTER BATTLEFIELD NM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
MTDI00600,installation,FORT UNION TRAD POST; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
MTDI05000,installation,CROW AGENCY; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
MTDI05100,installation,NORTHERN CHEYENNE AGENCY; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
MTDI05300,installation,BLACKFEET AGENCY; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
MTDI05400,installation,FORT BELKNAP TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
MTDI05500,installation,FT PCK ASSINIBOINE SIOUX; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
MTDI05600,installation,BIA BOX ELDER; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
MTDI06200,installation,ROCKY BOY S TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NBATF0200,national_hq,BUREAU OF ATF OMAHA; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NBDI00100,installation,SCOTTS BLUFF; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NBDI00200,installation,HOMESTEAD NM OF AMERICA; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NBDI00300,installation,AGATE FOSSIL BEDS; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NBDI00800,installation,SANTEE TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NBFBIOM00,national_hq,FBI OMAHA; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NCATF0100,national_hq,BUREAU OF ATF ASHEVILLE; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NCATF0200,national_hq,BUREAU OF ATF GREENSBORO; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NCATF0500,national_hq,BUREAU OF ATF FAYETTEVIL; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NCATF0900,national_hq,BUREAU OF ATF RALEIGH; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NCATF1400,national_hq,BUREAU OF ATF WILMINGTON; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NCATFCE00,national_hq,BUREAU OF ATF DIST OFF C; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NCDI00100,installation,CAPE HATTERAS NS; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NCDI00200,installation,KINGS MT NATL PARK; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NCDI00300,installation,APPALACHIAN NSR; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NCDI00400,installation,BLUE RIDGE PARKWAY; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NCDI00500,installation,CARL SANDBURG HOME NHS; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NCDI00600,installation,GUILFORD COURTHOUSE NMP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NCDI00700,installation,FORT RALEIGH NHS; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NCDI00800,installation,WRIGHT BROTHERS NMEM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NCDI00900,installation,CAPE LOOKOUT NS; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NCDI01000,installation,GREAT SMOKY MTNS NP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NCDI01100,installation,MOORES CREEK NMP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NCDOA0100,installation,U S FOREST SERVICE ASH; regional federal-land enforcement has a mappable land footprint,agency_master.parquet; agency_year_observations.parquet
NCFBICE00,national_hq,FBI CHARLOTTE; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NDATF0200,national_hq,BUREAU OF ATF FARGO; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NDDI00100,installation,TURTLE MOUNTAIN AGENCY; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NDDI00200,installation,FORT TOTTEN AGENCY; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NDDI00300,installation,STANDING ROCK AGENCY; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NDDI00400,installation,FORT BERTHOLD AGENCY; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NDDI00500,installation,FORT UNION TRAD POST; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NDDI00600,installation,THEO ROOSEVELT NMEMP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NDDI01900,installation,THREE AFFILIATED TRIBES; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NDUSM0100,national_hq,US MARSHALS SERVICE FAR; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NHATF0300,national_hq,BUREAU OF ATF BEDFORD; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NJATF0200,national_hq,BUREAU OF ATF CHERRY HIL; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NJATF0500,national_hq,BUREAU OF ATF TRENTON; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NJATF0600,national_hq,BUREAU OF ATF NEWARK; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NJDI00100,installation,MORRISTOWN NHP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NJDI00200,installation,PALISADES INTERSTATE PWY; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NJDI00300,installation,DELAWARE WATER GAP NRA; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NJDI00400,installation,EDISON NHS; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NJFBINK00,national_hq,FBI NEWARK; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NJFBIZ100,national_hq,FEDERAL BUREAU OF INVEST; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NJSS10600,national_hq,US SECRET SERVICE NEWAR; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NMATF0200,national_hq,BUREAU OF ATF ALBUQUERQU; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NMATF0300,national_hq,BUREAU OF ATF LAS CRUCES; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NMDI00200,installation,BANDELIER NM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NMDI00300,installation,CHACO CANYON NM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NMDI00400,installation,GRAND QUIVIRA NM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NMDI00500,installation,WHITE SANDS NM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NMDI00600,installation,CARLSBAD CAVERNS NP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NMDI00700,installation,CAPULIN MTN NATL MON; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NMDI00800,installation,FORT UNION NM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NMDI00900,installation,GILA CLIFF DWELLINGS NM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NMDI01100,installation,AZTEC RUINS NM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NMDI01200,installation,EL MORRO NM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NMDI01300,installation,PECOS NM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NMDI02200,installation,POJOAQUE TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NMDI02300,installation,JEMEZ PUEBLO; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NMDI05000,installation,NORTHERN PUEBLOS AGENCY; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NMDI05100,installation,SOUTHERN PUEBLOS AGENCY; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NMDI05200,installation,BIA; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NMDI05500,installation,PUEBLO OF SANDIA; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NMDI05700,installation,ISLETA TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NMDI07000,installation,MESCALERO TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NMDI08300,installation,ZIA PUEBLO; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NMFBIAQ00,national_hq,FBI ALBUQUERQUE; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NMINS1300,national_hq,U S BORDER PATROL LORD; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NVATF0200,national_hq,BUREAU OF ATF LAS VEGAS; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NVATF0300,national_hq,BUREAU OF ATF RENO; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NVDI00100,installation,LAKE MEAD NRA; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NVDI00200,installation,LEHMAN CAVES NM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NVDI00300,installation,RENO SPARKS INDIAN COLNY; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NVDI00500,installation,LOVELOCK PAIUTE TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NVDI00700,installation,ELY SHOSHONE TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NVDI00800,installation,FALLON TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NVDI00900,installation,WELLS BAND TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NVDI05000,installation,WESTERN NEVADA AGENCY; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NVDI05100,installation,EASTERN NEVADA AGENCY; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NVDI05500,installation,WALKER RIVER TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NVDI05700,installation,PYRAMID LAKE TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NVDI05800,installation,MOAPA TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NVDI06300,installation,WESTERN SHOSHONE TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NVDI06400,installation,YOMBA SHOSHONE TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NVDI06500,installation,SOUTH FORK BAND TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NVDI06600,installation,DUCKWATER TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NVDI06700,installation,ELKO BAND TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NVFBILV00,national_hq,FBI LAS VEGAS; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NY0299300,installation,US Merchant Marine Academy police patrol the Kings Point academy campus,SRS type is federal; LEAIC 35158
NYATF0100,national_hq,BUREAU OF ATF NEW YORK C; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NYATF0200,national_hq,BUREAU OF ATF BUFFALO; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NYATF0300,national_hq,BUREAU OF ATF ALBANY; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NYATF0500,national_hq,BUREAU OF ATF BROOKLYN; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NYATF0700,national_hq,BUREAU OF ATF MELLVILLE; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NYATF1000,national_hq,BUREAU OF ATF ROCHESTER; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NYATF1100,national_hq,BUREAU OF ATF SYRACUSE; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NYATF1400,national_hq,BUREAU OF ATF BRONX; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NYDEA0300,national_hq,DEA NEW YORK; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NYDI00100,installation,SARATOGA NHP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NYDI00200,installation,VANDERBILT MANSION NHS; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NYDI00300,installation,CASTLE CLINTON N MON; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NYDI00400,installation,FEDERAL HALL N MEM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NYDI00500,installation,FIRE ISLAND NS; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NYDI00600,installation,FORT STANWIX N MON; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NYDI00700,installation,GENERAL GRAND N MEM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NYDI00800,installation,HAMILTON GRANGE N MEM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NYDI00900,installation,HOME OF FDR NHS; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NYDI01000,installation,SAGAMORE HILL NHS; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NYDI01200,installation,STATUE OF LIBERTY; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NYDI01300,installation,T ROOSEVELT BPL INAUG NS; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NYDI01500,installation,GATEWAY NRA; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NYDI01600,installation,SAINT GAUDENS NHS; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NYDI01700,installation,DELAWARE WATER GAP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NYDI02100,installation,ONEIDA INDIAN NATION; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NYDI02200,installation,ST REGIS TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
NYFBIAL00,national_hq,FBI ALBANY; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NYFBIFB00,national_hq,FBI BUFFALO; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NYFBINY00,national_hq,FBI NEW YORK; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
NYSS10800,national_hq,US SECRET SERVICE NEW Y; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
OHATF0100,national_hq,BUREAU OF ATF REG OFF CI; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
OHATF0200,national_hq,BUREAU OF ATF INDEPENDEN; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
OHATF0300,national_hq,BUREAU OF ATF COLUMBUS; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
OHATF0700,national_hq,BUREAU OF ATF TOLEDO; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
OHATF0800,national_hq,BUREAU OF ATF YOUNGSTOWN; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
OHATF1000,national_hq,BUREAU OF ATF CLEVELAND; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
OHDI00100,installation,MOUND CITY GROUP NM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
OHDI00200,installation,PERRYS VICTORY IPM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
OHDI00300,installation,WILLIAM HOWARD TAFT NHS; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
OHDI00400,installation,CUYAHOGA VALLEY NRA; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
OHFBICI00,national_hq,FBI CINCINNATI; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
OHFBICV00,national_hq,FBI CLEVELAND; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
OHSS22100,national_hq,US SECRET SERVICE DAYTO; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
OKATF0400,national_hq,BUREAU OF ATF TULSA; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
OKATFOC00,national_hq,BUREAU OF ATF OKLAHOMA; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
OKDEA0100,national_hq,DEA OKLAHOMA CITY; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
OKDI00100,installation,FT CLATSOP NATL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
OKDI00200,installation,PLATT NP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
OKDI00300,installation,ARBUCKLE RA; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
OKDI00400,installation,MIAMI TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
OKDI00600,installation,CHOCTAW NATION; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
OKDI00800,installation,Quapaw Tribal Marshals police a reservation/community footprint,SRS type is federal; FBI CDE roster tribal class; LEAIC 35158
OKDI05100,installation,ANADARKO AGENCY; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
OKDI05200,installation,CONCHO AGENCY; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
