case_id,case_class,state,oris,mass_hint,arm,verdict,confidence,kind,replicate_verdicts,downstream_action,packet_file,detail,rationale,resolved_by_cleanup,resolution
c-GA0650000-grady,token_reporter,GA,GA0650000,157.0,opus,unclear_escalate,medium,explicit_escalate,,escalate_hold,batches/batch_005.json,"Do not repair and do not certify. Hold the agency-year as low-confidence pending Grady's 2024 NIBRS monthly detail — specifically whether all twelve submitted months carry Group A incidents, or whether incidents cluster in roughly four months. If the months are populated, 63 stands as observed; if they cluster, treat as a ~4-month partial and uplift to ~180. Do not apply a peer fill either way: the peer arm did not fire.","The two decisive tests disagree and neither dominates. Composition passes — all seven categories are populated in proportions normal for a rural Georgia sheriff (burglary 19 / larceny 20 / MVT 11) — and the peer-rate arm did not fire at 399/100k, so against same-type same-size peers 63 is not an outlier. Against that, coverage broke and returned (12mo 2021 → 5mo 2022 → 0mo 2023 → 12mo 2024) and 63 is almost exactly 4/12 of the last comparable full year (182 x 4/12 = 61). A first year back after a total blackout is precisely where the 12mo label is least trustworthy, and nothing in the packet separates a truncated feed from a real decline.",1,c-GA0650000-grady:genuine_low_crime(sol/high)
c-ME0140000-waldo,token_reporter,ME,ME0140000,67.0,sol,unclear_escalate,high,explicit_escalate,,escalate_hold,batches/batch_009.json,Retain 23 only as a flagged reported value; do not uplift since both lanes claim 12 months. No defensible replacement follows from the packet.,"Decline is broadly proportional across streams, arguing against a token subset, yet 23 offences for a stated pop above 30,000 is extremely low and the nonmunicipal-remainder footprint muddies the denominator.",1,c-ME0140000-waldo:genuine_low_crime(sol/medium)
c-OH0140100-blanchester,token_reporter,OH,OH0140100,67.0,sol,unclear_escalate,medium,explicit_escalate,,escalate_hold,batches/batch_010.json,"Verify the incident/offence extract, especially agg assault and MVT, before accepting 35; if those streams are incomplete replace from authenticated offence history rather than treating it as partial. EST2024=35 provisional.","All lanes report 12 months so no months-based explanation, but MVT falls from a 10.5 baseline to zero and agg assault from 4.3 to zero while rape rises and larceny remains.",1,c-OH0140100-blanchester:misread_missing(sol/medium)
c-MN0520000-nicollet,token_reporter,MN,MN0520000,52.0,sol,unclear_escalate,medium,explicit_escalate,,escalate_hold,batches/batch_011.json,Verify monthly NIBRS contents or a state/local total first; if incompleteness is confirmed use the 2021-23 median ~44 rather than the nine-month uplift to ~13.3. EST2024=10 not settled.,"10 offences for an 8,039-person sheriff footprint is exceptionally low versus a 32-83 history, but the decline is broadly distributed without a selective-stream signature.",1,c-MN0520000-nicollet:misread_missing(opus/medium)
c-MO0770000-ozark,token_reporter,MO,MO0770000,52.0,sol,unclear_escalate,high,explicit_escalate,,escalate_hold,batches/batch_011.json,Do not infer a four-month period from the 20-to-baseline ratio; preserve 20 as raw but quarantine as unresolved pending external corroboration. EST2024=20 not defensible unqualified.,"NIBRS 12 months and SRS 11 both carry 20, yet the mix is distorted — burglary 1 vs a 15.4 baseline while rape and MVT retain ~56%.",1,c-MO0770000-ozark:misread_missing(opus/low)
c-OH0253400-perry-township,token_reporter,OH,OH0253400,31.0,sol,unclear_escalate,medium,explicit_escalate,,escalate_hold,batches/batch_017.json,"Confirm whether service footprint, policing responsibility or NIBRS offence coverage changed 2022-24; do not apply a 7-month uplift against a complete 12-month batch; treat 7 as uncertain. EST2024=7 not yet defensible.","Level collapsed from ~37 to 17, 9, 7 with the historically dominant larceny stream disappearing — possibly a real operational or footprint change, possibly token filing.",1,c-OH0253400-perry-township:genuine_low_crime(opus/medium)
c-NY0559900-shawangunk-town,token_reporter,NY,NY0559900,21.0,sol,unclear_escalate,medium,explicit_escalate,,escalate_hold,batches/batch_024.json,Do not auto-retain 5 or apply a mechanical uplift; verify 2024 agency/state records and whether the service footprint or submission scope changed; mark uncertain meanwhile. EST2024=5 not sufficiently defensible.,"NIBRS records 12 months and NY SPUB independently publishes 6, and composition declines broadly — yet 5-6 offences for 13,981 residents against stable 21-26 totals is extraordinarily low.",1,c-NY0559900-shawangunk-town:misread_missing(opus/high)
c-MI6616600-ontonagon,token_reporter,MI,MI6616600,17.5,sol,unclear_escalate,low,explicit_escalate,,escalate_hold,batches/batch_027.json,"Verify monthly NIBRS contents or Michigan UCR first. If only Return-A is accepted, 10 months believable and 4x12/10=4.8 (~5); if the 12mo header is substantive, keep 4. EST2024=4 retainable only provisionally.","Main streams fall proportionally and the low level persists from 2023, but the 10-vs-12-month conflict is unresolved for a sheriff serving ~6,000.",1,c-MI6616600-ontonagon:misread_missing(opus/low)
c-MI1161100-new-buffalo,token_reporter,MI,MI1161100,14.5,sol,unclear_escalate,low,explicit_escalate,,escalate_hold,batches/batch_030.json,"Cannot adjudicate: NIBRS labels 12 months, Return-A shows 7. Verify monthly NIBRS batch contents or Michigan UCR; flag EST2024=2 provisional rather than accepting or auto-uplifting.","89% historical collapse is suspicious but the offence base is too small to discriminate authenticity, and cross-lane agreement cannot resolve the coverage conflict.",1,c-MI1161100-new-buffalo:misread_missing(opus/medium)
c-MO0492100-oronogo,token_reporter,MO,MO0492100,13.5,sol,unclear_escalate,medium,explicit_escalate,,escalate_hold,batches/batch_031.json,"Do not auto-replace 6, but do not certify it without incident-level or state review; usable only with an unresolved-quality flag.","6 offences for 3,014 residents is exceptionally low and whole historic streams vanish, yet NIBRS reports 12 months, SRS 10, and 2021 was similarly low; 10-month uplift only reaches 7.2.",1,c-MO0492100-oronogo:misread_missing(opus/low)
b2-AL0340400-slocomb,published_zero,AL,AL0340400,11.0,opus,unclear_escalate,medium,explicit_escalate,,escalate_hold,batches/batch_005.json,"Do not certify the zero and do not fill from it. Hold as low-confidence pending Slocomb's 2024 NIBRS monthly detail: if the twelve submitted months carry zero Group A incidents of ANY type (including non-Part-I drug, vandalism, simple assault), the feed is dead and the year should become missing and fillable from the 2021-2022 level (~11-15); if non-Part-I Group A incidents are present, the Part-I zero is real and stands. Mass at stake is only ~11-15 offences on a 2,149 footprint, so this is a provenance question rather than a national-total risk.","The batch-header evidence and the base rate point in opposite directions and the packet cannot separate them. Unlike Hurley and Junction City, Slocomb has no prior full-period zero — its 2019 and 2023 zeros are 3-month and 2-month windows — while its last two genuine full years are 15 (2021) and 11 (2022), so a true zero requires the underlying rate to have collapsed rather than continued down. Coverage also broke and returned (12mo 2022 → 2mo 2023 → 12mo 2024), and a returning filer posting twelve empty months is equally consistent with an export that resumed sending headers without incidents. Nothing here distinguishes an affirmative twelve-month zero-report from a revived-but-empty feed.",1,b2-AL0340400-slocomb:misread_missing(opus/high)
b2-MO0600500-goodman,published_zero,MO,MO0600500,10.5,opus,unclear_escalate,medium,explicit_escalate,,escalate_hold,batches/batch_007.json,"Hold the agency-year out of the observed / weight-1.0 set and mark it needs-verification; do not silently keep 0 and do not peer-fill yet. The CIUS zero itself is worthless here (CIUS derives from the submission, never corroborates it) — the whole question is the 12-month NIBRS header. Own-history fill is unavailable regardless: the last positive count anywhere is 2020, which fails the within-2-years rule. Resolve by checking whether Goodman PD still operates or whether McDonald County SO absorbed its calls; if absorbed, the correct treatment is footprint reassignment, not a peer fill.","The 12-month 2024 NIBRS batch header is a real submission, so this is not a Smethport-style publication-without-submission artifact — but the feed has never emitted a single positive Part-I count since NIBRS onboarding (2023-06-01 gave 0 at 8 months, itself a partial-year zero and therefore uninformative), so there is no evidence it is capable of carrying one. Against the agency's own pre-transition level of 10-11 offences/year in a 1,311-person city, a full-year zero is a roughly 5e-5 Poisson event, which rules out 'the town simply had no crime' as a comfortable reading. That leaves two live hypotheses I cannot separate from the panel — a defunct or absorbed PD filing formal zero-reports (zero is then correct for the ORI but the city's crime sits under the sheriff) versus an inert vendor feed behind a compliant header — and both failure directions are costly.",1,x-MO0600500-goodman:misread_missing(sol/high)
c-MO0600500-goodman,token_reporter,MO,MO0600500,10.5,sol,unclear_escalate,medium,explicit_escalate,,escalate_hold,batches/batch_035.json,No defensible replacement or month count determinable; preserve 0 as raw only and quarantine it pending state/agency confirmation. EST2024 not defensible unqualified.,"Zero for 1,311 residents is an extreme collapse from a 10-11 baseline, and the 2023 timing (eight NIBRS months despite a June start) adds provenance doubt.",1,x-MO0600500-goodman:misread_missing(sol/high)
c-IL0240000-edwards,token_reporter,IL,IL0240000,10.0,opus,unclear_escalate,medium,explicit_escalate,genuine_low_crime;unclear_escalate,escalate_hold,batches/batch_035.json,"Genuinely underdetermined; do not rule from this packet and do not fabricate a fill. What would resolve it: (a) the Edwards County Sheriff's own 2024 monthly incident counts, or an ISP / ICJIA agency-level 2024 extract, and (b) verification of the 2023 rape count (5), which single-handedly drives the entire baseline this case is being judged against. Interim handling: leave EST2024=3 observed in place under a low-confidence flag. A fill computed off one anomalous baseline year would be worse than the observation - the pipeline's own-history route has only 2023 to work with, and the peer route (522.7/100k x 2,783 = 14.5) would be fabricating a 5x increase off a peer median for an agency with no established level of its own.","The own-history arm rests on exactly ONE baseline year and that year is itself anomalous. 2018-2021 are all 0-month non-reports - the agency was simply absent from UCR - so there is no pre-transition level to compare against. The only 12-month year is 2023 (13), whose composition is 5 rapes in a ~2,752-population sheriff jurisdiction (~180/100k, roughly 4x the national rate); a baseline built on that is not a stable reference, and the 'larceny 0 vs baseline 2, MVT 0 vs baseline 3' comparisons are one year's counts dressed as a baseline. The agency is a brand-new NIBRS reporter (start 2022-07) whose entire record is 2, 13, 3 - the volatility of a reporter standing up the system, not a measurable level. On absolute plausibility, 3 Part-I offenses for ~2,783 rural unincorporated residents (101/100k) is low but not outside reach for a county of Edwards' size, and 9 of 12 Return-A months are on record, so there is no month-coverage story either. Neither credible_low_crime nor a token flag is supportable on this evidence; the peer-rate floor is the only arm firing cleanly and a rate floor alone cannot make this call.",1,c-IL0240000-edwards:genuine_low_crime(opus/medium)
c-MO1050500-kimberling-city,token_reporter,MO,MO1050500,10.0,sol,unclear_escalate,medium,explicit_escalate,,escalate_hold,batches/batch_036.json,Do not auto-replace 3 or annualize from the 9-month SRS field; verify monthly NIBRS coverage or a local/state annual total before deciding.,"12mo NIBRS header supports completeness and 3 is reachable for 2,410 people, but the severe collapse and changed mix support token concern; lanes are derivative.",1,c-MO1050500-kimberling-city:misread_missing(opus/high)
b2-IL0970300-norris-city,published_zero,IL,IL0970300,9.5,opus,unclear_escalate,medium,explicit_escalate,,escalate_hold,batches/batch_008.json,"Do not resolve on this packet. Two live hypotheses give opposite verdicts: (a) an operating 1,094-person village PD that genuinely recorded no Part-I offence in 2023 and 2024 (true zero), or (b) an Illinois NIBRS onboarding that registered 12-month batch headers while carrying no incident data (hollow feed). Resolving evidence needed: whether the 2023-2024 NIBRS submissions contain ANY Group A/Group B incidents of any type (drug, DUI, simple assault, vandalism). A feed with non-Part-I incidents but zero Part-I is a genuine zero; a feed with literally no incidents of any kind is hollow. Meanwhile: do NOT fill from own history — the last real report is 2020 and it fails the within-2-years rule, so any fill would be fabrication off a 2018 value.","The agency is NOT dormant — ROSTER2024 carries it as an active City agency with is_nibrs True, and a disbanded department does not file 12-month NIBRS batch headers, which rules out the structural-zero reading. But unlike the Hamilton Village case in this same batch, Norris City has NO independent lane to test the zero against: its NIBRS feed has never once carried a positive count (first row 2023, zero; 2024, zero), SRS has shown 0 months for four straight years (2021-2024), and the last positive anywhere is 2020. The 2018 full year of 19 argues against a true zero, but it predates a complete two-year submission blackout and a 10% population decline, so it cannot settle 2024. This is precisely the 'genuinely low-crime small village versus token filer' ambiguity the class exists for, and the packet contains no fact that separates them.",1,b2-IL0970300-norris-city:misread_missing(sol/high)
c-NY0262500-hamilton-village,token_reporter,NY,NY0262500,8.0,sol,unclear_escalate,medium,explicit_escalate,,escalate_hold,batches/batch_039.json,"Verify the 12 monthly NIBRS batch submissions or obtain the state/local annual table; retain 0 if genuine zero-incident submissions, else mark missing and estimate ~6-8 from recent full-year history. EST2024=0 only conditionally defensible.","NIBRS records 12 reported months but CIUS/SRS can derive from it; an all-stream zero for 4,099 residents after a stable 6-10 history strains absolute plausibility.",1,c-NY0262500-hamilton-village:misread_missing(sol/high)
c-PA0483100-freemansburg,token_reporter,PA,PA0483100,8.0,opus,unclear_escalate,medium,explicit_escalate,,escalate_hold,batches/batch_040.json,"Do not rule without the NIBRS submission inventory; the two candidate mechanisms imply 3 versus ~11 and nothing in the packet separates them. FOR keeping the value: NIB carries 12 reported months on the batch header for 2024, which under the current rule set is a measurement and not a default; all three lanes (CIUS 3, NIB 3, SRS 3) agree, so the ladder did NOT discard a larger equally complete submission — the multi-lane warning resolves clean here; and the composition screen does not flag distortion (the one surviving stream is larceny, the largest baseline stream, which is exactly what Poisson thinning on a base of 11 also produces). AGAINST: the level break sits exactly on the lane change. Roster nibrs_start is 2023-04-01, and the annualized series runs 11 (2018 CIUS) / 6.5 (2019) / 21.6 (2020) / 0-month 2021 / 12 (2022) / 2.7 (2023 NIB) / 3 (2024 NIB) — the 4.4x step down happens at the SRS-to-NIBRS boundary, which is the signature of an RMS-to-NIBRS mapping that stopped emitting some offence categories, not of a crime decline. Absolute plausibility is weak but not decisive: 3 offences for 2,903 residents in the Bethlehem metro is 103.3 per 100k, roughly 5% of the national Part-I rate. Discriminating checks, in order: (a) whether the 2023-2024 NIBRS Group-A inventory covers burglary, MVT and assault at all or only larceny; (b) PA state-side counts for Freemansburg borough; (c) whether the borough PD is part-time with PSP or Bethlehem PD absorbing a share of incidents. If ","This is the one case in the batch with genuinely conflicting first-class evidence: a batch-header-confirmed 12 real months (the strongest completeness signal the pipeline recognises, and the reason it cannot be lumped with the blank-as-zero cases) against an exact coincidence of the level break with the NIBRS transition date. Composition cannot arbitrate at a base of 11. Escalation is productive rather than a punt because the discriminating fact — the NIBRS Group-A category inventory — is a determinate lookup.",1,c-PA0483100-freemansburg:genuine_low_crime(sol/medium)
c-MN0640400-morgan,token_reporter,MN,MN0640400,6.5,sol,unclear_escalate,medium,explicit_escalate,,escalate_hold,batches/batch_042.json,No definitive replacement without state or agency confirmation; hold the zero as disputed and if unconfirmable treat missing using recent history rather than annualizing zero. EST2024=0 plausible but not established.,"1-month SRS raises strong blank-as-zero concern, yet pop ~874 with one offence over nine months in 2023 makes a genuine zero reachable.",1,x-MN0640400-morgan:genuine_zero_year(sol/medium)
b2-TX1100400-south-plains-college,published_zero,TX,TX1100400,6.0,opus,unclear_escalate,medium,explicit_escalate,,escalate_hold,batches/batch_013.json,"Hold 2024 out of the panel — neither accept the 0 nor fabricate a fill. Resolve with the Clery Act Annual Security Report for South Plains College (2023 and 2024): it is published independently of UCR and is the only channel available that is not derived from the same submission. If Clery shows on-campus burglary/MVT/larceny while NIBRS shows zero, rule publication_gap / zero-report artifact and fill; if Clery is also near zero, rule true_zero. Note the downstream stake is small and diffuse — FBIpop is 0 and the footprint is 48:statewide_overlap_layer.","The 12-month NIBRS batch header is affirmative, but a NIBRS Zero Report month is indistinguishable on the wire from a month of real submission with no Part-I, so the header cannot settle whether the agency measured zero or administratively zero-reported. The statistics cut the other way: two consecutive absolute zeros (2023 and 2024) against a 2021-2022 level of 3 and 6 is roughly a 0.03% Poisson event, so the underlying rate changed — and at a ~9,500-student college with residence halls, a change to literal zero larceny is more consistent with a records or reporting change than with crime vanishing. FBIpop is 0 for this ORI, which the packet states makes any peer-rate cross-check structurally impossible, and no third channel in the packet breaks the tie. This is deliberately not the Morrice call: Morrice's zero sits inside Poisson noise of its own recent level (4, 3, 4, 2); this one does not.",1,b2-TX1100400-south-plains-college:misread_missing(sol/high)
c-AL0320200-berry,token_reporter,AL,AL0320200,4.5,opus,unclear_escalate,medium,explicit_escalate,,escalate_hold,batches/batch_047.json,"Genuinely underdetermined; escalate rather than guess. What is established: 2024 = 1 burglary, all lanes agree (CIUS 1, NIB 1, SRS 1), so the ladder discarded nothing. What cannot be resolved with the evidence in this packet: whether 1 is a low-but-real outcome for an 1,183-person town whose own verified full years are only 6 and 5 (2022, 2023), or the leading edge of the reporting decay its Return-A coverage suggests (SRS months 6 -> 10 -> 8 -> 1 across 2021-2024, with matching totals 6 -> 7 -> 5 -> 1). If it is a token, the repair basis would be the own-history median of 2022-2023 CIUS (~5.5), which is licensed by the within-2-years rule; EST2024 = 1 would then be indefensible. If it is real, EST2024 = 1 should stand. What would settle it: the Alabama ALEA/NIBRS monthly batch-header detail for AL0320200 in 2024 (whether the 11 non-reporting months are affirmative zero-reports or absent), or the 2025 value — a return to 5-7 in 2025 would confirm 2024 as a lapse.","This case sits inside the zone where absolute plausibility genuinely cannot adjudicate, so escalation is the correct answer rather than a confident one. At lambda 5.5 (the agency's own verified level), P(1 or fewer) is about 2.7 percent — unlikely but reachable for a town of 1,183, unlike Blountsville or Linden where the equivalent probability is 1e-12. Every secondary test comes back empty: composition carries no signal at n=1 (the single offence is a burglary against a burglary baseline of 0.5 and a larceny baseline of 4, which is neither the 'one-stream-holds' signature nor evidence of normality); the peer arm implies only 8.3 expected offences, so the rate floor is weak at this population; and the SRS 1-month reading, which would otherwise be the tiebreaker, is not usable for this ORI because its own 2022 row shows an identical total of 7 at SRS 10mo and NIB 12mo, proving the Return-A month field is a back-conversion artifact rather than a coverage measure. I decline to lean on the 2019-2020 0-month non-reports either, since those establish that this agency has lapsed before but not that it lapsed in 2024. The decision is also consequential rather than cosmetic — flag-and-fill moves Berry town from 85 to ~465 per 100k — so a coin-flip ruling would propagate into the published rate for a real place.",1,c-AL0320200-berry:genuine_low_crime(sol/medium)
c-IA0620200-new-sharon,token_reporter,IA,IA0620200,4.0,opus,unclear_escalate,medium,explicit_escalate,token_reporting_flag;unclear_escalate,escalate_hold,batches/batch_048.json,"Genuinely underdetermined between ordinary small-town noise and a thin filing; I decline to name a 2024 value. What escalation should resolve: obtain Mahaska County SO coverage for New Sharon, or the agency's actual 2024 monthly NIBRS incident dates, to establish whether the year was truly covered. If it must be decided without that, accepting EST2024=1 (observed) is the lower-risk error — the dispute is a 4-count difference on a 1,243-person polygon (observed 1 versus an own-baseline fill of 5 or a peer-basis ~9), which is immaterial to any downstream block-group index. Do NOT fabricate a peer fill of ~9 here: that would be nearly double the agency's only real full-year observation.","I initially leaned to flag this on the Return-A coverage collapse from 5 months in 2023 to 1 month in 2024, then checked that field against the agency's own series and it does not survive: 2018 = 3 offenses on 3 SRS months, 2019 = 6 on 6, 2023 = 5 on 5, 2024 = 1 on 1. Four exact matches means the Return-A month count for this filer is a deterministic function of the offense count — it is counting months in which a nonzero form was generated — so it carries NO independent coverage information and cannot be used as evidence of a thin year. (I verified this reading is filer-specific: for the sheriffs in this batch, months exceed Part-I counts, so there the field is a real coverage measure.) That removes the structural arm entirely. What remains is 1 against an own full-year baseline of 5, which is a P(X<=1 | lambda=5) = 4% tail — suggestive but not sufficient to overturn an observation. ABSOLUTE PLAUSIBILITY does not reject it either: 1 index offense in an isolated rural town of 1,243 is a reachable outcome, unlike the 1,600-6,500-population cases elsewhere in this batch. Composition cannot discriminate at n=1 versus n=5 (a burglary where the baseline held larceny and MVT is pure small-number churn). The agency's chronically intermittent filing history is a real concern but cuts both ways — it is equally consistent with a small department that genuinely has little to report. Correct escalation beats a confident guess on a case this finely balanced.",1,c-IA0620200-new-sharon:genuine_low_crime(sol/medium)
c-KS0160300-lebo,token_reporter,KS,KS0160300,4.0,sol,unclear_escalate,low,explicit_escalate,,escalate_hold,batches/batch_049.json,Escalate for Kansas submission-level or local confirmation; do not annualize; carry 2024 uncertain/missing. No reliable replacement point supported.,"12mo NIBRS header vs 0 SRS months; zero reachable at pop 871 with baseline ~4, but fragmented 2020-23 reporting raises real token concern.",1,x-KS0160300-lebo:genuine_zero_year(opus/medium)
c-SD0310000-harding,token_reporter,SD,SD0310000,4.0,opus,unclear_escalate,medium,explicit_escalate,,escalate_hold,batches/batch_050.json,"Genuinely underdetermined - do not publish 0 as authoritative and do not fabricate a fill until resolved. Resolution is cheap and specific: query the per-agency Group A offense detail for SD0310000 for 2024 (and 2021-2023) at sdcrime.nibrs.com, which will show directly whether any of the 18 submitted incidents was a Part-I offence. Pending that, prefer excluding the ORI-year from the SD nonmunicipal-remainder pool over either a zero or a fill: a false zero adds 1,321 population to that pool's denominator with no numerator and depresses the whole state-remainder rate, whereas exclusion removes it from both. Own-history fill is in any case unavailable under the landed within-2-years rule (last real report 2020).","I initially read the four-year zero run (2021-2024) against a 2018-2020 record of 2/9/4 as decisive, but that argument does not survive scrutiny: 2021-2023 are partial-coverage non-reports (NIBRS 6, 5, 5 months, and the packet itself notes uplift cannot rescue those zeros), so they cannot be counted as three independent genuine zeros. Stripped of them, the only clean observation is 2024, and one zero year at lambda of roughly 2.5-5 is a 1-8% event - inside the plausible range for the emptiest county in South Dakota at 1,321 people. Evidence cuts both ways. For a capture gap: the SD DCI tracker shows Part-I output invariant to activity, 0 Part-I on 3 incidents in 2023 and 0 Part-I on 18 incidents in 2024, and the zero run began exactly when NIBRS month coverage broke in 2021. For a genuine zero: the tracker confirms 2024 is a real 12-month filing (8 active months plus 4 NIBRS zero-report months), so this is not a submission failure, and Faulk in this same batch demonstrates that a small SD agency can genuinely post 0 Part-I on comparable incident volume. Composition is uniformly zero and so carries no signal. Escalation is the correct answer rather than a coin-flip.",1,c-SD0310000-harding:misread_missing(sol/high)
c-TX0910100-collinsville,token_reporter,TX,TX0910100,4.0,opus,unclear_escalate,medium,explicit_escalate,,escalate_hold,batches/batch_050.json,"Gray, and the repair is material (0 vs 3-4), so it is worth resolving rather than accepting. If it is ruled a non-report, 2024 should be filled from own history — full-coverage years 2019/2020/2021/2022/2023 give 3, 3, 5, 4, 3, so median 3 (2021-2023 median 4), with the baseline composition (rape 0.6, agg assault 1, burglary 1.8, larceny 2.2, MVT 0.6). The pipeline's EST2024=0 [observed] is not defensible as an OBSERVATION regardless of which way this lands, because the 12-month label comes from CIUS, which carries no months field and inherits the NIBRS batch header; the SRS lane shows only 5 received months. Resolving test: whether the 2024 NIBRS submission contains any incident or Group B content at all, versus 12 empty zero-report headers; and whether Grayson County SO logged offences inside the Collinsville town polygon (4816036) in 2024. Note the CIUS defect generally: for six of the twelve cases in this batch the 2024 lane selected is cius_publication_annual under publication_lane_standing, and in every one of those the CIUS row is a re-render of the same submission promoted to tier 'hi' and weight 1.0 with an assumed months_reported=12 — CIUS should not be permitted to supply months_reported=12 for an agency-year whose SRS lane shows fewer than 12 received months.","P(total=0) is 2.7% against the 2019-2023 own mean of 3.6 and about 5% against the full-series mean of 3.0, i.e. inside the gray band rather than clearly excluded — and seeing one zero year somewhere in a six-year window at that rate is roughly a 15% event. The agency is already a chronic sub-peer reporter (3-5/yr against 14.6 expected at the peer median for pop 2,076), which makes a zero year less surprising than the peer floor implies, but its own full-coverage series (16, 3, 3, 5, 4, 3) has a five-fold spread so the true mean is poorly identified. The 2024 year is uniformly zero across all seven streams, so composition can neither support nor undercut it, and the largest single stream at risk (larceny 2.2/yr, P(0)=11%) is too small to be damning on its own. Against that: four consecutive years of 12-month NIBRS coverage produced 3, 5, 4, 3 with never a zero, and a town of 2,076 recording no larceny at all for a full year is on the edge of reachable. The evidence does not resolve to either side.",1,x-TX0910100-collinsville:misread_missing(opus/medium)
c-IL0790900-ruma,token_reporter,IL,IL0790900,3.0,opus,unclear_escalate,medium,explicit_escalate,token_reporting_flag;unclear_escalate,escalate_hold,batches/batch_052.json,"Genuinely underdetermined between (a) a truly crime-free year for a 309-person village and (b) a state-filed zero-report standing in for an agency that produces no records. WHAT WOULD RESOLVE IT — a single checkable fact, not more panel data: whether the Illinois NIBRS program files 12 monthly zero-reports on behalf of small agencies that lack a NIBRS-capable RMS. If it does, the 12-month NIBRS batch header on an all-zero vector is a certification-of-participation artifact and this ORI (plus Cowden, Ellis Grove, and by extension Pleasant Hill and Bluffs) is silent-agency territory requiring imputation. If it does not, the zero stands. That one determination settles the whole zero-case class in this batch at once, which is why escalating beats guessing here. DO NOT rely on SRS=0 months as evidence either way: for a NIBRS back-converted agency a zero count mechanically produces zero Return-A records, so it is implied by the zero rather than independent of it. Pending resolution, I would not overturn EST2024 (reported 0 -> estimated 0); if the state-zero-report mechanism is confirmed, route place 1766287 to the silent-agency-territory imputation path rather than publishing a hard zero.","ABSOLUTE PLAUSIBILITY does NOT fail here, which is the crux: for a village of 309 people, zero Part-I offenses in a year is a reachable outcome, and the agency's own baseline is only 3/yr, so a single zero year has P = e^-3 ~ 5%. Unlike Pleasant Hill (24 -> 0) the step is small: 4, 3, 2, 3, then zeros. The break also does NOT coincide with the lane change — NIBRS started 2021-01-01 and the first NIBRS year (2021) was positive at 3 with a 12-month header, so the transition-artifact story that carries Bluffs does not apply cleanly. Against that: three consecutive all-stream zeros at a rate of 3/yr would be P ~ 1e-4, which is decisive only if the rate is really still 3 — for a village this small the rate is unstable, and at a plausible true rate of 1/yr three zeros is ~5%. The two readings are close enough in likelihood that the panel evidence cannot separate them, and the deciding fact is external to the panel. Confidence is medium: I am reasonably sure this is genuinely underdetermined rather than a case I am failing to crack, because I identified the specific external fact that resolves it and confirmed that every in-panel discriminator (composition, months, break location, absolute level) is either silent or non-decisive.",1,x-IL0790900-ruma:misread_missing(opus/medium)
c-IL0870600-cowden,token_reporter,IL,IL0870600,3.0,opus,unclear_escalate,medium,explicit_escalate,token_reporting_flag;unclear_escalate,escalate_hold,batches/batch_052.json,"Genuinely underdetermined, and it is the case in this batch where the COMPOSITION-OVER-SLOPE warning cuts in the awkward direction. Same resolving question as Ruma: whether the Illinois NIBRS program files 12 monthly zero-reports on behalf of small agencies lacking a NIBRS-capable RMS, which would make the 12-month batch header on an all-zero vector a certification artifact rather than an observation. That single external determination settles this ORI, Ruma and Ellis Grove together. DO NOT treat SRS=0 months as corroborating evidence — for a NIBRS back-converted agency it is implied by the zero count. Pending resolution I would not overturn EST2024 (reported 0 -> estimated 0). If the state-zero-report mechanism is confirmed, route place 1717055 to the silent-agency-territory imputation path; own-history fill would be blocked anyway (last positive report 2021, three years back, outside the 2-year recency window), so any count-level repair would have to be peer-based for the (0, 1000] band and should be floored at the agency's own demonstrated ~1-4/yr rather than at the 503.4 per 100k peer median.","The series is 5, 4, 3, 1, 0, 0, 0 against a population falling 575 -> 497. I am explicitly NOT treating the smooth monotone decline as evidence of authenticity — that is the trap the COMPOSITION-OVER-SLOPE instruction names, and a records system winding down produces exactly this shape. But composition cannot adjudicate here either: every all-zero year is uniformly zero across all seven streams, so there is no internal mix signal in any direction, and the packet's scorer says so. What is left is a two-sided balance. Against credibility: three consecutive all-stream zeros against a six-year baseline of 4/yr would be P ~ 6e-6. For credibility: at the 2021 level of 1/yr, three zeros is ~5%; a village of 497 producing zero Part-I offenses in a year is a reachable outcome in absolute terms; and crucially the break does NOT coincide with the lane change — NIBRS started 2020-01-01 and both 2020 (3) and 2021 (1) were positive under NIBRS, so the transition-artifact mechanism that carries Bluffs does not apply, and the decline runs continuously across the lane boundary. That combination leaves the genuine-fade and records-wind-down readings close to evenly matched on in-panel evidence. Confidence is medium: I am fairly sure this is truly underdetermined rather than unresolved through insufficient effort, because I checked each discriminator individually (break location, composition, month fields, absolute level, peer comparison) and none of them separates the two readings.",1,x-IL0870600-cowden:misread_missing(opus/medium)
c-OK0120300-boswell,token_reporter,OK,OK0120300,3.0,sol,unclear_escalate,medium,explicit_escalate,,escalate_hold,batches/batch_053.json,Do not automatically accept or replace the zero; verify NIBRS monthly batch coverage or obtain Oklahoma UCR data. EST2024=0 not a robust repair and no exact alternative is justified.,0-month SRS and dependent CIUS show the blank-as-zero artifact while NIBRS claims 12 months; zero is reachable at pop 583 after totals of 3 and 1 but the older baseline is higher.,1,x-OK0120300-boswell:genuine_zero_year(opus/medium)
