case_id,state,oris,provenance_kind,verdict,downstream_action,believable_months,arm,confidence,mass_hint,replicate_conflict,needs_review,detail,cleanup_pass,cleanup_reason,original_class,residue_pass,merged_from,final_pass,final_reason
b2-IL0842800-lincoln-land-comm,IL,IL0842800,cleanup_merged_packet,genuine_zero_year,retain_zero,,opus,medium,1.0,0,0,"Carry 0 as observed for 2024, no fill. Footprint (Illinois statewide overlap layer, weight 1) unchanged.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-KY0562300-meadow-vale,KY,KY0562300,cleanup_merged_packet,genuine_zero_year,retain_zero,,opus,medium,1.0,0,0,"Carry 0 as observed for 2024, no fill. Keep the municipal:place:2151258 footprint.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-KY0563600-strathmoor-village,KY,KY0563600,cleanup_merged_packet,genuine_zero_year,retain_zero,,opus,high,1.0,0,0,"Carry 0 as observed for 2024, no fill. Keep the municipal:place:2174082 footprint.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-KY0600200-pippa-passes,KY,KY0600200,cleanup_merged_packet,genuine_zero_year,retain_zero,,opus,high,1.0,0,0,"Carry 0 as observed for 2024, no fill. Keep the municipal:place:2161374 footprint.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-KY1100400-trenton,KY,KY1100400,cleanup_merged_packet,genuine_zero_year,retain_zero,,opus,high,1.0,0,0,"Carry 0 as observed for 2024, no fill. Keep the municipal:place:2177592 footprint.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-MN0340200-atwater,MN,MN0340200,cleanup_merged_packet,unclear_escalate,retain_current_flag_review,,opus,medium,1.0,0,1,"Do not settle from this packet. What would resolve it: (a) the Minnesota BCA published agency-level 2024 Uniform Crime Report table for Atwater PD — an independent state-publication lane the panel does not currently carry for MN, and the only genuinely non-FBI measurement available for this ORI; or (b) the all-offence-type incident count in Atwater's twelve 2024 NIBRS monthly batches (any non-Part-I incident settles it as a genuine Part-I zero; twelve empty batches settle it as RMS zero-filing after policing consolidation). Hold the 2024 zero out of the observed lane pending one of those; do not fill from peers in the meantime, since the defendable range spans 0 to ~4.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,supervisor_wholesale_ruling,"supervisor wholesale ruling (docs/STATE.md, Stage 1 adjudication CLOSED): explicit escalation at mass <= 1.0 -> retain the current published value and carry flag_review; the state-UCR / Clery lookup that would settle it is not worth blocking the release at this mass. The reviewer's unclear_escalate verdict stands; only the disposition is supervised."
b2-MO0540300-corder,MO,MO0540300,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,1.0,0,0,Carry the reported 2024 zero as an observed 12-month year.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-MO0870100-center,MO,MO0870100,cleanup_merged_packet,misread_missing,treat_missing_repair,,sol,medium,1.0,0,0,Carry 2024 as missing and fillable; no submitted-month count can be defended as genuine coverage.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-OK0200300-arapaho,OK,OK0200300,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,1.0,0,0,Carry the reported 2024 zero as an observed 12-month year.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-OK0320400-calvin,OK,OK0320400,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,1.0,0,0,Carry the reported 2024 zero as an observed 12-month year.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-OK0411400-sparks,OK,OK0411400,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,high,1.0,0,0,Carry the reported 2024 zero as an observed 12-month year.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-OK0570600-avant,OK,OK0570600,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,1.0,0,0,Carry the reported 2024 zero as an observed 12-month year.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-OK0641700-rattan,OK,OK0641700,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,1.0,0,0,Carry the reported 2024 zero as an observed 12-month year.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-SC0019E00-erskine-college,SC,SC0019E00,cleanup_merged_packet,unclear_escalate,retain_current_flag_review,,sol,medium,1.0,0,1,The settling record is Erskine College's 2024 campus-police incident/UCR extract or documentation that policing responsibility transferred to another agency; retain for supervisor review meanwhile.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,supervisor_wholesale_ruling,"supervisor wholesale ruling (docs/STATE.md, Stage 1 adjudication CLOSED): explicit escalation at mass <= 1.0 -> retain the current published value and carry flag_review; the state-UCR / Clery lookup that would settle it is not worth blocking the release at this mass. The reviewer's unclear_escalate verdict stands; only the disposition is supervised."
b2-SC0450500-lane,SC,SC0450500,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,1.0,0,0,Carry the reported 2024 zero as an observed 12-month year.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-TX0290100-point-comfort,TX,TX0290100,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,1.0,0,0,Carry the reported 2024 zero as an observed 12-month year.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-TX0912300-tom-bean,TX,TX0912300,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,medium,1.0,0,0,"Carry the published 0 as observed across all seven offences. Believable months = 12 (NIBRS batch header); no uplift, no fill, no partial-year flag. No repair value is proposed or needed.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-TX1800100-vega,TX,TX1800100,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,medium,1.0,0,0,"Carry the published 0 as observed across all seven offences. Believable months = 12 (NIBRS batch header); no uplift, no fill. Confidence is medium rather than high only because 2024 is this ORI's first 12-month zero year, so it has no zero-then-recover precedent of its own.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
r-NY0223300-sackets-harbor-village,NY,NY0223300,residue_merged_packet,misread_missing,treat_missing_repair,,opus,medium,1.0,0,0,"2024 must go MISSING rather than stand as an observed measured zero -- but the repair is numerically almost a no-op, and the load-bearing half of this ruling is what the fill must NOT be. Record: one filed month (SRS 1mo, total 0) behind CIUS 0/12mo and SPUB 0/12mo, both 12-month labels being pipeline defaults. FILL BASIS: this ORI's demonstrably full-coverage years are 2019 (SRS 12 filed months, total 0 -- a real measured zero year) and 2023 (SRS 12 filed months, total 1 larceny; 70/100k); pooled filed exposure 2018-2023 is 2 offences over 33 filed months = 0.7/yr. Carry ~1 (bracket 0-1), all larceny. CRITICAL: the peer-rate floor must not drive this fill. 702.6/100k x 1,432 = ~10 offences would fabricate roughly ten times a level this agency has measured under full coverage twice, and its larceny-only composition is exactly the normal shape for a village of 1,432, so there is no compositional sign of suppressed streams. Also disregard the 2021 SPUB figure of 2 as evidence of level: it sits on a 0-month SRS submission and diverges from the FBI lane by more than 20%, so it is a publication difference, not a second measurement.",,both_reject_DIFFERENT_repair,published_zero+token_reporter,residue_ruling,b2-NY0223300-sackets-harbor-village;c-NY0223300-sackets-harbor-village,retained_pre_final,
r-PA0545000-reilly-township,PA,PA0545000,residue_merged_packet,misread_missing,treat_missing_repair,,opus,high,1.0,0,0,"2024 must go MISSING, not 0. Zero filed months in the only submission lane and no NIBRS row, so the printed CIUS zero row is the master file's empty row and the 12-month label is a default. The FLAG/REJECT disposition conflict resolves to REJECT because a FLAG/uplift disposition on a 0-month zero is arithmetically void (0 x 12/0). FILL BASIS: own history is time-barred. The last full-coverage year is 2018 (SRS 12 filed months, total 1 larceny; 145/100k), 2019 filed a single month, and 2020-2023 are all 0-filed-month non-reports, so there is no real report within 2 years and the six 'consecutive zero years' are non-reports rather than measured zeros. Under the recency rule the fill must come from the peer band: 503.4/100k x 640 = ~3 Part-I offences, larceny-dominant. The agency's single measured full year (1) is the conservative floor, so the bracket is 1-3. COVERAGE CAVEAT that should be settled before the fill is trusted: six years of non-filing by a 640-person Schuylkill County township department is the signature of a disbanded department, in which case Reilly township is policed by the PA State Police and its exposure belongs on the PSP footprint; filling this ORI while also cr",,disposition_conflict_FLAG/REJECT,published_zero+token_reporter,residue_ruling,b2-PA0545000-reilly-township;c-PA0545000-reilly-township,retained_pre_final,
r-PA0580400-montrose,PA,PA0580400,residue_merged_packet,misread_missing,treat_missing_repair,,opus,high,1.0,0,0,"2024 must go MISSING, not 0. Zero filed months and no NIBRS row behind the CIUS 0/12mo row; the FLAG/REJECT conflict resolves to REJECT because uplift on a 0-month zero cannot return anything but 0. FILL BASIS: own history is both usable and recent here -- 2020, 2022 and 2023 are all demonstrably full 12-month SRS years (2, 1, 1; baseline average 1.3), 2023 satisfies the 2-year real-report rule, and pooled filed exposure 2018-2023 is 4 offences over 42 filed months = 1.1/yr. Carry ~1-2. Explicitly do NOT take the in-band peer median (702.6/100k x 1,274 = ~9), which would fabricate roughly seven times a level this ORI has measured under full coverage three separate times. COMPOSITION CAVEAT to ride with the fill: the baseline shape is aggravated assault 1.0 against larceny 0.3, which inverts the normal small-borough Part-I mix (larceny usually dominates), so Montrose's own 'full' years may themselves under-capture larceny. That argues for taking the top of the own-history range (2) and raising a review flag on this ORI's larceny stream -- not for reaching for the peer rate. Do not read 2018 (0 on 5 filed months) or 2019 (0 on 1 filed month) as zero years.",,disposition_conflict_FLAG/REJECT,published_zero+token_reporter,residue_ruling,b2-PA0580400-montrose;c-PA0580400-montrose,retained_pre_final,
r-PA0654200-west-leechburg,PA,PA0654200,residue_merged_packet,misread_missing,treat_missing_repair,,opus,high,1.0,0,0,"2024 must go MISSING, not 0. Two independent facts kill the published figure: the ORI filed zero months in 2024 (no SRS months, no NIBRS row), and it is ABSENT from the FBI's own CDE 2024 agency roster, yet the CIUS table still carries a full row of printed zeros for it. That is a dead ORI's stale row, not a measured year. HANDLING: resolve this as an ORI-succession/coverage question before any fill. The footprint is West Leechburg borough cousub 4212983328 at weight 1 exclusive, so if the borough is now policed by a live agency (PA State Police non-municipal coverage, or a regional/neighbouring department), this ORI should be superseded and never filled and the exposure credited to the live agency; the 2026-07-29 supersession rule did not fire only because no live ORI is currently mapped onto that polygon. If no live agency is found, fill the borough from the peer band: 702.6/100k x 1,235 = ~9 Part-I offences. Own history cannot carry the fill -- the only full-coverage year is 2019 (SRS 12 filed months, total 2, both larceny; 164/100k), five years stale and outside the 2-year real-report rule, while 2018 and 2022 are 1-filed-month zeros and 2020, 2021, 2023 are 0-filed-month non-r",,both_reject_DIFFERENT_repair,published_zero+token_reporter,residue_ruling,b2-PA0654200-west-leechburg;c-PA0654200-west-leechburg,retained_pre_final,
x-IA0060400-urbana,IA,IA0060400,cleanup_merged_packet,unclear_escalate,retain_current_flag_review,,opus,medium,1.0,0,1,"Do not let the 2024 zero stand unexamined and do not fill it blind. Two records would settle it: (a) whether IA0060400 appears on a later vintage of the FBI's 2024 agency roster - it is ABSENT from the roster in hand while CIUS, NIBRS (12-month header) and SRS all carry 2024 rows for it, and the FBI records population served as 0 for 2020-2022 before 1,642/1,649 in 2023-24, with no place code on the ORI's own panel row; and (b) whether Benton County SO rather than this ORI holds policing for Urbana city in 2024, which would put the polygon's crime under a different ORI. If the year is then ruled unusable, the only fill this packet supports is the agency's own 2023 value (1 offence, inside the 2-year window); a peer-band fill would insert ~12 offences (702.6/100k x 1,649) against an ORI whose entire recorded history is one larceny.",cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,supervisor_wholesale_ruling,"supervisor wholesale ruling (docs/STATE.md, Stage 1 adjudication CLOSED): explicit escalation at mass <= 1.0 -> retain the current published value and carry flag_review; the state-UCR / Clery lookup that would settle it is not worth blocking the release at this mass. The reviewer's unclear_escalate verdict stands; only the disposition is supervised."
x-NH0074800-sutton,NH,NH0074800,cleanup_merged_packet,genuine_zero_year,retain_zero,,opus,medium,1.0,0,0,"Carry the published 0 as observed - no uplift, no fill, no repair. The 1-month 2024 SRS row needs no treatment: it is the same submission re-rendered, and uplift of a zero returns zero regardless.",cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-OK0310800-mccurtain,OK,OK0310800,cleanup_merged_packet,misread_missing,treat_missing_repair,,opus,medium,1.0,0,0,"Missing and fillable; do not carry 0 as observed. Own-history fill is BLOCKED (last positive 2021, outside the 2-year window), so the repair is the peer / silent-agency path for band (0,1000]: ~1.8-2 offences at pop 368 (503.4 per 100k implies 1.85). Do NOT repair toward the agency's 10.5/yr baseline - the 14 and 7 years belong to a recorded population of ~500 and are four to six years stale. 2022 and 2023 carry the identical signature and belong in the same treatment. Footprint unchanged: place 4044950 ""McCurtain town"", w=1 exclusive.",cleanup_ruling,merged_same_ori_pair,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-PA0542800-tower-city,PA,PA0542800,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,medium,1.0,0,0,"Carry the published 0 as observed; no repair to 2024. Worth noting for the cleanup queue that the packet's own blank-as-zero test fires on this ORI's 2020 CIUS row (12-month publication label sitting on a 0-month submission record, no NIB row at all) and does not fire on 2024 - 2020, not 2024, is the year on this panel that should go missing.",cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-TX2340200-edgewood,TX,TX2340200,cleanup_merged_packet,misread_missing,treat_missing_repair,,opus,medium,1.0,0,0,"Set 2024 MISSING and fillable, and 2023 with it. Own-history fill is permitted (2022 is inside the 2-year window) but its base is unreliable: the 2022 record is 2 offences that are both murders with zero property crime, which is not a usable composition for a town of 1,700. The better anchors in this packet are the 2021 near-full year (8 offences on an 11-month NIBRS header, annualising to agg assault ~5.5 and larceny ~3.3) and the peer band (702.6/100k x 1,763 = ~12). Token/partial is not available: the 2024 record has no positive content and the SRS row is a zero on 0 months, so uplift returns zero.",cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
b2-IL0571400-stanford,IL,IL0571400,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,low,0.5,0,0,"Carry the published 0 as observed, but flag this as the weakest zero in the batch - it is the one case here worth re-opening if any enrichment becomes available. Believable months = 12. Overturning it would send 2024 to missing-and-fillable, and the fill would be the 2021-2023 baseline median of 5 offences for a 582-person village, which the record supports no better than the zero does. Records that would settle it: (a) the NIBRS zero-report segment indicator on Stanford's 2023 and 2024 monthly submissions - a true zero-report versus an empty batch header resolves this directly; (b) the Illinois State Police I-UCR agency submission record for Stanford PD 2023-24; (c) whether Stanford Village still runs its own patrol or has contracted McLean County.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-KY0950100-booneville,KY,KY0950100,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,high,0.5,0,0,"Carry the published 0 as observed across all seven offences. Believable months = 12; no uplift, no fill.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-MN0170500-westbrook,MN,MN0170500,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,medium,0.5,0,0,"Carry the published 0 as observed across all seven offences. Believable months = 12; no uplift, no fill. Second-weakest case in the batch after Stanford - if a re-check budget exists beyond Stanford, spend it here. Resolving record: the Minnesota BCA agency-level submission/zero-report record for Westbrook PD 2023-24.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-MN0410100-tyler,MN,MN0410100,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,medium,0.5,0,0,"Carry the published 0 as observed across all seven offences. Believable months = 12; no uplift, no fill.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-MO0540100-alma,MO,MO0540100,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,medium,0.5,0,0,"Carry the published 0 as observed across all seven offences. Believable months = 12; no uplift, no fill. Note for the ledger: the whole dispute here is worth at most one offence, since this ORI's highest annual total ever recorded is 1.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-NH0057000-sugar-hill,NH,NH0057000,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,high,0.5,0,0,"Carry the published 0 as observed across all seven offences. Believable months = 12; no uplift, no fill.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-OK0572300-wynona,OK,OK0572300,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,high,0.5,0,0,"Carry the published 0 as observed across all seven offences. Believable months = 12; no uplift, no fill.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-OK0680600-gans,OK,OK0680600,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,high,0.5,0,0,"Carry the published 0 as observed across all seven offences. Believable months = 12; no uplift, no fill.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-SC0210700-quinby,SC,SC0210700,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,0.5,0,0,genuine_zero_year,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-TX0911800-grayson-college,TX,TX0911800,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,0.5,0,0,genuine_zero_year,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
r-NY0022200-andover-village,NY,NY0022200,residue_merged_packet,misread_missing,treat_missing_repair,,opus,high,0.5,0,0,"2024 must not stand as an observed measured full year. Set the agency-year MISSING and fillable. Fill basis: anchor on 2022, the ONLY demonstrably full-coverage year in the record (12 SRS filed months, total 1 = 1 aggravated assault) -> ~1 Part-I/yr; 2022 is within the 2-year own-history recency rule so this fill is admissible. The base is thin (one count over one 12-month exposure year), so if own-history is judged too thin the peer band (0,1000] gives 503.4/100k x 889 = 4.5/yr as the alternative. Either way the panel carries 1-5, not 0. EXCLUDE from any base rate: 2018, 2019, 2020, 2021, 2023 (0 filed months each) and the own-history median of 0/0.5 computed from them.",,both_reject_DIFFERENT_repair,published_zero+token_reporter,residue_ruling,b2-NY0022200-andover-village;c-NY0022200-andover-village,retained_pre_final,
r-PA0561100-jennerstown,PA,PA0561100,residue_merged_packet,misread_missing,treat_missing_repair,,opus,high,0.5,0,0,"Set the 2024 agency-year MISSING and fillable. Fill basis: anchor on 2019, the last near-full-coverage year (11 filed months, total 4 -> 4.4/yr annualised), composition 1 aggravated assault / 1 burglary / 2 larceny. The 2-year own-history recency rule is FAILED (last filed month is 2020, four years back), so the pipeline's admissible route is the peer band (0,1000] at 503.4/100k x 662 = 3.3/yr - which agrees with the 2019 anchor. Carry ~3-4/yr. EXCLUDE from the base: 2021, 2022, 2023 (0 filed months), and the 2018 CIUS '1' (its 12-month label sits on a 2-month submission); the 2020 row (3 on 2 months, x6 = 18/yr) is too unstable to anchor on.",,disposition_conflict_FLAG/REJECT,published_zero+token_reporter,residue_ruling,b2-PA0561100-jennerstown;c-PA0561100-jennerstown,retained_pre_final,
r-PA0652900-avonmore-boro,PA,PA0652900,residue_merged_packet,misread_missing,treat_missing_repair,,opus,high,0.5,0,0,"Set the 2024 agency-year MISSING and fillable. Fill basis: own-history is INADMISSIBLE - the entire 2018-2023 window carries 3 filed months (all in 2018) and the 2-year recency rule fails by six years. Use the peer band (0,1000] at 503.4/100k x 879 = 4.4/yr. Cross-check that this is not an inflation: the one positive row on record (2018, 1 offence on 3 filed months) annualises to 4.0/yr, which agrees with the peer figure. Carry ~4/yr. EXCLUDE 2019-2023 (0 filed months each) and the CIUS-lane median of 0/0.5 derived from them.",,both_reject_DIFFERENT_repair,published_zero+token_reporter,residue_ruling,b2-PA0652900-avonmore-boro;c-PA0652900-avonmore-boro,retained_pre_final,
x-KY0430200-caneyville,KY,KY0430200,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,0.5,0,0,observed zero for 12 months,cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-KY0900200-bloomfield,KY,KY0900200,cleanup_merged_packet,token_reporting_flag,partial_year_uplift,1,sol,medium,0.5,0,0,zero for 1 believable month; treat as partial and do not preserve it as a complete-year zero,cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
b2-FL0299000-hp-hillsborough,FL,FL0299000,,misread_missing,treat_missing_repair,1,gold,high,,0,0,misread_missing,retained_pre_cleanup,,,retained_pre_residue,,retained_pre_final,
b2-GA0050400-georgia-military-college,GA,GA0050400,,genuine_zero_year,retain_zero,,gold,high,,0,0,genuine_zero_year,retained_pre_cleanup,,,retained_pre_residue,,retained_pre_final,
b2-GA0680800-piedmont-college,GA,GA0680800,full_year_nibrs_backed,genuine_zero_year,retain_zero,,luna,high,0.0,0,0,"[raw:true_zero] 2024 is a genuine full-year zero for Piedmont College, ORI GA0680800, statewide overlap footprint, FBI population unavailable.",retained_pre_cleanup,,,retained_pre_residue,,retained_pre_final,
b2-MN0701000-elko-new-market,MN,MN0701000,,misread_missing,treat_missing_repair,,gold,high,,0,0,"Treat 2024 as MISSING for MN0701000 (Elko New Market PD), not as an observed zero, and flag 2023 alongside it. The 2024 NIB row that the YR line omitted is real but is NOT an affirmative zero-report: its months_reported=12 comes from the NIBRS batch header's self-declared number_of_months_reported field (src/crimerisk/observations.py, the header_months_reported merge at ~line 820), and the underlying incident stream contradicts it. Raw NIBRS administrative segment, 2024: this agency transmitted 2 incidents for the entire year (2024-02-07 and 2024-07-08), both simple assault — Group A but non-Part-I. The Part-I zero is arithmetic from a near-empty submission, not a measured zero. Its own incident stream: 2020=39 (7 declared months), 2021=45, 2022=34, 2023=4, 2024=2, against a flat-to-growing FBI population (4,855 -> 5,126). Absolute plausibility fails twice over: (a) national benchmark, city agencies pop 4,000-6,000 declaring 12 NIBRS months in 2024 (n=791) have median 136 total incidents, 5th pct 35, 1st pct 12, and only 0.51% submit <=2 — Elko submitted 2; (b) its own Scott County peers, all 12-month 2024 reporters, published Part-I of 40 (Belle Plaine), 34 (Jordan), 56 (New Pragu",retained_pre_cleanup,,,retained_pre_residue,,retained_pre_final,
b2-NY0132800-millbrook-village,NY,NY0132800,,misread_missing,treat_missing_repair,,gold,medium,,0,0,misread_missing,retained_pre_cleanup,,,retained_pre_residue,,retained_pre_final,
b2-NY0355800-highlands-town,NY,NY0355800,,misread_missing,treat_missing_repair,,gold,medium,,0,0,misread_missing,retained_pre_cleanup,,,retained_pre_residue,,retained_pre_final,
b2-PA0140100-bellefonte,PA,PA0140100,,misread_missing,treat_missing_repair,,gold,high,,0,0,misread_missing,retained_pre_cleanup,,,retained_pre_residue,,retained_pre_final,
b2-PA0450100-delaware-water-gap,PA,PA0450100,,misread_missing,treat_missing_repair,,gold,medium,,0,0,misread_missing,retained_pre_cleanup,,,retained_pre_residue,,retained_pre_final,
b2-VT0110300-castleton,VT,VT0110300,,misread_missing,treat_missing_repair,,gold,medium,,0,0,"Treat 2024 as MISSING for VT0110300 (Castleton PD), and flag 2022 and 2023 as degraded alongside it. The wind-down hypothesis the packet invites is REFUTED, so this is not a fourth category: Castleton PD is an operating full-service department with 5 full-time officers plus part-timers covering Castleton, Hydeville and Bomoseen; the NIBRS batch header shows no agency_inactive_date and no covered_by_ori in any year 2016-2024, and it declared 12 months every year from 2018 through 2024. The 2024 NIB row omitted from the YR line is real but is a self-declared header month-count, not an affirmative zero-report: the raw incident stream for 2024 is 2 incidents for the whole year (2024-04-25 and 2024-06-23), both simple assault, neither Part-I. Own incident history: 2019=73, 2020=73, 2021=67, 2022=19, 2023=3, 2024=2, against a flat population (~4,500). Vermont peers of the same size in 2024, all 12-month reporters, published Part-I of 149 (VT0110700, pop 3,929) and 115 (VT0100100, pop 4,300); national size-matched benchmark (pop 4,000-6,000, 12 declared NIBRS months, n=791) has median 136 total incidents with only 0.51% at <=2. IMPORTANT CORRECTION to the packet's calibration: the demonst",retained_pre_cleanup,,,retained_pre_residue,,retained_pre_final,
b2-AL0080500-highland-lake,AL,AL0080500,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,0.0,0,0,genuine_zero_year,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-AL0160600-coffeeville,AL,AL0160600,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,0.0,0,0,genuine_zero_year,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-GA0290900-athens-technical-college,GA,GA0290900,cleanup_merged_packet,unclear_escalate,retain_current_flag_review,,sol,low,0.0,0,1,Obtain the college police department's 2024 jurisdiction/incident record or Georgia UCR certification showing whether the twelve monthly zero returns represented active police reporting.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,supervisor_wholesale_ruling,"supervisor wholesale ruling (docs/STATE.md, Stage 1 adjudication CLOSED): explicit escalation at mass <= 1.0 -> retain the current published value and carry flag_review; the state-UCR / Clery lookup that would settle it is not worth blocking the release at this mass. The reviewer's unclear_escalate verdict stands; only the disposition is supervised."
b2-IL0141500-kaskaskia-college,IL,IL0141500,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,0.0,0,0,genuine_zero_year,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-IL0150900-lake-land-college,IL,IL0150900,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,0.0,0,0,genuine_zero_year,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-IL0190600-waterman,IL,IL0190600,cleanup_merged_packet,misread_missing,treat_missing_repair,,opus,medium,,0,0,"2024 must not be carried as an observed 0 at tier high, 7-of-7. The agency-year goes MISSING and fillable. No own history exists to fill from - 2018-2023 are 0-month absences, not observed zeros - so the repair basis is the neighbour/peer set: same-county, size-matched DeKalb County village agencies published Part-I of 7 (Kingston), 7 (Somonauk), 19 (Hinckley), 23 (Cortland) and 3 on 9 months (Kirkland), and the (1000,2500] local_police peer median of 702.6 per 100k on FBIpop 1,417 implies ~10. A fill in the 7-10 range is defensible; 0 is not. When 2025 lands it retroactively settles the case - a normal 15-35 incident stream confirms the onboarding artefact, a second near-empty year would justify restoring the zero.",cleanup_ruling,explicit_escalate,published_zero,retained_pre_residue,,retained_pre_final,
b2-IL0410300-rend-lake-college,IL,IL0410300,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,0.0,0,0,genuine_zero_year,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-IL0501300-grand-ridge,IL,IL0501300,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,0.0,0,0,genuine_zero_year,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-IL0921600-sidell,IL,IL0921600,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,0.0,0,0,genuine_zero_year,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
