# stage1_adjudications registry: token_reporters_adjudicated.csv
# source_registry: state/qa/stage1_adhoc_review/token_reporters_adjudicated.csv
# source_pass: pass 4 (apply_stage1_final_rulings.py) landing on passes 1-3
# rows: live rulings only (the per-class registries hold no superseded rows); the full
#   audit ledger with every superseded instance is state/qa/stage1_adhoc_review/rulings_full.csv
# target_year: 2024
# generated_by: scripts/review/source_audit/promote_stage1_adjudications_to_configs.py
# generated_at: 2026-07-30T01:16:56+00:00
# source_sha256: 0b1e46d6c12b253ff2a18f6b7236e0ed5be3b41ff66d921ce8a36f50bcda0fd6
# rows_written: 431
case_id,target_year,state,oris,verdict,downstream_action,believable_months,repair_value_hint,confidence,needs_review,detail
c-IA0320000-emmet,2024,IA,IA0320000,token_reporting_flag,partial_year_uplift,,18,high,0,"token_report_treat_as_partial, but the mechanism is a persistent offense-stream dropout rather than a one-off thin year, so the repair is a fill and not an uplift. EST2024=2 (observed) is NOT a defensible repair. IMPORTANT: 2023 (also 2, also with aggravated assault at exactly 0) is the same defect and must be flagged with 2024 — do not fill 2024 from the 2021-2023 median of 12, which is already contaminated. Use the pre-break 2018-2022 window: mean 23, median 29. Recommended 2024 value ~18-23; the sheriff peer median of 522.7/100k on population 3,464 gives 18.1, so I would take ~18-20 as the defensible landing zone where the own-history and peer bases overlap."
c-MA0080900-hatfield,2024,MA,MA0080900,token_reporting_flag,partial_year_uplift,5,,high,0,5 believable months; annualize 6 to 14.4 if required but flag provisional and check state/local data. EST2024=6 not defensible as a complete year.
c-NB0190000-colfax,2024,NE,NB0190000,token_reporting_flag,partial_year_uplift,,17,high,0,"At most 9 months; mechanical 5x12/9=6.7 is inadequate given the missing larceny stream, so treat incomplete and repair to the 2021-23 median ~17. EST2024=5 not defensible."
c-TX0141800-salado,2024,TX,TX0141800,genuine_low_crime,accept_observed,5,,high,0,"Keep as observed; EST2024=2 IS defensible and no fill should be applied. My panel-only reading was a confident token flag; the primary record overturns it. Do not read the SRS '5 reported months' as thin coverage - the Texas table carries an explicit coverage field certifying 12. Also worth feeding upward: dps.texas.gov/crimereports/24/2024crimebyjurisdiction.xlsx is a machine-readable agency-level table with an explicit Months and MonthName column, i.e. a direct months-reported ground truth for every Texas agency, which would replace the assumed months_reported=12 that artifact (2) currently manufactures. The burglary-to-zero signal (8.4/yr baseline to 0) is real but is what the agency recorded and the state published - a recording-practice question for the agency, not a panel repair."
c-IA0450100-cresco,2024,IA,IA0450100,token_reporting_flag,partial_year_uplift,,36,medium,0,"token_report_treat_as_partial. Believable coverage ~4 months against the labelled 12 (9 offenses is 33% of the single 27-offense baseline year). EST2024=9 (observed) is NOT a defensible repair. Note the own-history route is BLOCKED: the last real report is 2018, six years back, so the within-2-years fill rule correctly refuses it. Use the peer basis — (2500,5000] local_police median of 929.7/100k on population 3,895 gives ~36; recommended 2024 value ~30-36. Do NOT repair by annualizing the 8-month SRS row (9 x 1.5 = 13.5) — that still lands at ~35% of peer expectation and would leave the defect substantially in place."
c-NB0820000-sherman,2024,NE,NB0820000,token_reporting_flag,treat_missing_repair,5,,high,0,"Zero covers at most 5 believable months; since zero cannot uplift, mark missing and estimate from recent usable history — the 2023 annualized value of 16 also matches the peer expectation. EST2024=0 not defensible."
c-PA0491800-mount-carmel-township,2024,PA,PA0491800,token_reporting_flag,treat_missing_repair,,19,medium,0,"Sub-ruling: not credible; the record is real but content-incomplete. State plainly that this is NOT a blank-as-zero case — SRS carries 11 genuine reported months — so the flag rests on level and composition, not on the completeness label. The agency has three real 12-month SRS submissions in the span (2018: 46, 2019: 24, 2023: 19), so its own full-year record is firmly established at 19-46. 2024 sits at 20% of the baseline average with aggravated assault at EXACTLY 0 against a baseline of 13.3 a year, burglary holding at 60% and larceny at 32%: a retention spread of 0% to 60% against a 20% aggregate is a change in which streams reach the record, not in how much crime the streams describe. Absolute plausibility independently fails: the township's own police-department page states a department of 13 officers covering 22 square miles and about 3,900 residents including Atlas, Locust Gap, Diamondtown and Marion Heights — a 13-officer department cannot plausibly produce 6 Part-I offences in 11 months. Best repair is the recent own-history full-year anchor: 2023 = 19 (12 real months), 2022 annualized 22.9, 2019 = 24, so ~19-23. Two items to escalate with it: (a) FBI population served dro"
c-VT0050000-essex,2024,VT,VT0050000,token_reporting_flag,treat_missing_repair,,,high,0,"Packet-native verdict: structural_zero_treat_as_missing - specifically a non-report published as a complete zero. EST2024 = 0 observed is NOT defensible. Recommended basis: treat 2024 as missing and fill from the RECENT level, not the 2018-2021 level. Use 2022 (5 on 11mo -> 5.5) and 2023 (6 on 12mo) -> fill approximately 6. Do NOT use the 2018-2021 median of 19: this agency's reported Part-I level genuinely stepped down after 2021, and its FBI population served jumped 4,266 -> 5,925 across the same break, which points to a real coverage/contract change rather than only a filing change. Multi-lane warning resolves negative (NIB 0/12mo and SRS 0/0mo are one submission)."
c-VT0140600-chester,2024,VT,VT0140600,token_reporting_flag,flag_review,1,,high,0,"Packet-native verdict: token_report_treat_as_partial. Believable coverage: roughly 2 of 12 months (larceny 2 vs baseline 14.5 = 14%, burglary 0 vs 6.2). EST2024 = 5 observed is NOT defensible. Recommended basis and a WARNING about the new fill gate: the last credible full year is 2021 (30), three years back, because 2022 (7 on 11 months, composition distorted) and 2023 (0) are both non-reports rather than real reports. The 2026-07-29 rule 'own-history fills require a real report within 2 years' will therefore either fill from garbage or refuse to fill at all. This agency needs the recency window measured over CREDIBLE reports only - skipping adjudicated non-report years - otherwise a peer or state-based fill is required. Central estimate approximately 23-30 (2018-2021 median 26.5). SEPARATE RETRO-DEFECT: 2023 must be corrected too - CIUS printed a 12-month row of ZERO on an SRS submission of 1 reported month, a textbook BLANK-AS-ZERO the pipeline has already swallowed as a complete observed year."
c-IA0180000-cherokee,2024,IA,IA0180000,token_reporting_flag,flag_review,,,medium,0,"token_report_treat_as_partial. Believable coverage ~2-3 months against the labelled 12 (5 offenses is 20% of a 24.8 baseline year). EST2024=5 (observed) is NOT a defensible repair. Recommended 2024 value ~22, from the agency's own 2021-2023 median — the within-2-years rule is satisfied by the real 12-month 2023 report. I prefer own history to the peer basis here: the sheriff peer median of 593.1/100k on population 6,533 gives 38.7, but this ORI has six years of its own stable record averaging ~25, and the agency-specific anchor is the better one. Flag 2023 (10 offenses, 40% of baseline, SRS 9mo) as the first year of the same slide — the 2021-2023 baseline is already partly contaminated by it."
c-KY0580100-paintsville,2024,KY,KY0580100,token_reporting_flag,partial_year_uplift,6,6,high,0,"~6 believable months; annualize 6x12/6=12 preserving the six-month mix, checked against recent history. EST2024=6 not defensible."
c-KY0720200-eddyville,2024,KY,KY0720200,token_reporting_flag,partial_year_uplift,2,2,high,0,~2 believable months; coverage repair 1x12/2=6 with the observed mix and a partial-report flag. EST2024=1 not defensible.
c-PA0153900-west-vincent-township,2024,PA,PA0153900,token_reporting_flag,partial_year_uplift,8,18,medium,0,"Packet vocabulary: token_report_treat_as_partial. Believable months = 8. Repair basis: x1.5 annualization gives 9 as the arithmetic floor; own-history full-year-equivalents {2018 29, 2019 18, 2020 16.8, 2022 24, 2023 19.2} give a median of 19.2. Because the burglary stream (baseline 6.5, i.e. 28% of baseline-year mass) is entirely absent from the 2024 row, the 8 submitted months are themselves offense-incomplete, so favour the own-history figure (~18-19) or a per-stream repair (keep larceny 4 and MVT 2 as submitted, fill burglary and aggravated assault from history) over the flat x1.5. Multi-lane check: both 2024 lanes carry 6 with an identical vector — nothing larger was discarded. EST2024 = 6 as a COMPLETE 12-month year is not defensible; 6 as an 8-month partial is a legitimate input."
c-MI6616600-ontonagon,2024,MI,MI6616600,misread_missing,treat_missing_repair,,14,low,0,"Carry 2024 as MISSING and fillable. 2022 (14, 12mo) is a real report inside the 2-year window and 2021 (24) sits just outside, so the own-history anchor is ~14. Do not uplift 10 months (4 x 12/10 = 4.8) - it repairs nothing. No larger submission was discarded (NIB and SRS both 0/0/0/1/0/2/1). Flagged low confidence: at n=4 composition has no power, and the records that would settle it are Michigan's MICR 2024 agency table or this ORI's monthly NIBRS incident counts."
c-IL0790000-randolph,2024,IL,IL0790000,token_reporting_flag,partial_year_uplift,,,medium,0,"Treat 2024 as incomplete coverage; believable coverage is roughly 7 months. LADDER CHECK: both 2024 lanes carry the identical vector 0/0/0/0/0/3/0 totalling 3 — NIB 3/12mo and SRS 3/7mo — so nothing larger was discarded; the pipeline correctly preferred NIBRS on greater_month_coverage, but the two lanes are one submission back-converted, so the 12-month batch header and the 7-month Return-A rendering are in direct conflict about a single submission and the header should not silently win. RECOMMENDED 2024 VALUE: coverage-adjusting gives 3 x 12/7 = 5.1; own 2023 (9, at 12 NIBRS months / 10 SRS months) is the only clean recent anchor. A defensible repair sits at roughly 5-9, applied per offense so that the absent burglary (baseline 4.7) and aggravated assault (baseline 2) streams are restored rather than left at zero. 2023 is inside the 2-year recency window so an own-history fill is permitted. Current EST2024 (reported 3 -> estimated 3) is not a defensible repair. SECONDARY DEFECT worth routing separately: like Monroe, this county sheriff is crosswalked at weight 1 exclusive to 'Illinois nonmunicipal remainder' (statewide) by auto_default, so the undercount disperses across the whole"
c-KY0800000-martin,2024,KY,KY0800000,token_reporting_flag,partial_year_uplift,1,1,high,0,"~1 believable month; mechanical 1x12/1=12, flagged as an estimate not a verified count. EST2024=1 not defensible."
c-LA0180100-lake-providence,2024,LA,LA0180100,token_reporting_flag,treat_missing_repair,10,,high,0,Do not retain 2; 10 months is the maximum believable coverage and 2x12/10=2.4 is inadequate; treat missing pending state/local confirmation and model on validated pre-2022 history. EST2024=2 not defensible.
c-NY0299700-muttontown,2024,NY,NY0299700,token_reporting_flag,partial_year_uplift,,,high,0,3-month partial; annualizing by 12/3 gives an estimated total of 28. EST2024=7 not defensible.
c-OK0340800-ringling,2024,OK,OK0340800,token_reporting_flag,treat_missing_repair,,4,high,0,"Structural zero, treat missing (zero credible months in 2024); leave missing or use a labelled model estimate ~4-5 from the peer rate rather than zero. EST2024=0 not defensible."
c-TX0990000-hardeman,2024,TX,TX0990000,token_reporting_flag,flag_review,,,high,0,"Not a low-crime year — a year with an intact person-offence feed and a wholly absent property feed. 2024 reports 0/1/0/3/0/0/0: rape 1 against a baseline of 0.2 and agg assault 3 against a baseline of 2.4, i.e. the person side is at or ABOVE its baseline, while burglary (4.6), larceny (12.6) and MVT (0.4) are all exactly 0. Recommended repair: keep the four person streams as observed (total 4) and fill burglary/larceny/MVT from own history (4.6 + 12.6 + 0.4 = 17.6, population-adjusted by 2,968/3,273 = 0.91 to about 16), giving a 2024 total near 20 — consistent with the 2019-2023 own median of 21 and the 2023 value of 14. If the pipeline must act per agency-year rather than per stream, fill the whole year from the own-history median (21, population-adjusted to about 19); both routes land in the same place, so nothing is lost. EST2024=4 [observed] is not defensible. Two further findings. (1) PER-STREAM COMPLETENESS IS NOT PER-OFFENCE LANE SELECTION: the new 'source lane chosen per AGENCY-YEAR' rule is correct for lane choice, but the completeness FLAG has to be per stream or this defect is invisible — the agency-year total (19% of baseline) looks like a plausible decline while the un"
c-TX1850200-friona,2024,TX,TX1850200,token_reporting_flag,flag_review,,,high,0,"token_report_treat_as_partial / records break: the observed 3 is not a credible complete year. Recommended 2024 basis: own-history fill anchored on the five clean covered years 2018-2022 (25, 20, 27, 15, 20 - median 20, essentially flat, no trend to extrapolate), so fill ~20. Explicitly do NOT anchor on 2023: 2023 = 5 carries the identical composition distortion and must be flagged as the first year of the same defect, not used as history. Peer band (2500,5000] at 929.7/100k on 4,023 would give ~37, well above this agency's own established ~530/100k, so own-history is the better basis than peers here. Pipeline EST2024 = 3 [observed x7] is NOT defensible. Ladder check requested by the screen: CIUS 3, NIB 3, SRS 3 all agree, so no larger equally-complete submission was discarded - and note the contrast with 2018, where the ladder correctly preferred CIUS 25 at 12 months over NIB 16 at 6 months."
c-OH0131000-new-richmond,2024,OH,OH0131000,genuine_low_crime,accept_observed,,,high,0,Keep 6; the NIBRS batch establishes 12 months and EST2024=6 is defensible.
c-PA0153700-west-fallowfield-townshi,2024,PA,PA0153700,token_reporting_flag,partial_year_uplift,2,,high,0,"Packet vocabulary: token_report_treat_as_partial. Believable months = 2. Repair basis: x6 annualization gives 12; own-history full-year-equivalents {2018 18, 2019 15.3, 2020 22.7, 2022 24, 2023 18} give a median of 18. Publish in the 12-18 range (485-728/100k against a 929.7 peer median) — I would take 18, since the agency's annualized level has been flat at 15-24 across every year while only its month coverage decayed. Multi-lane check: both 2024 lanes carry 2 with an identical vector, so nothing larger was discarded. EST2024 = 2 observed is not defensible."
c-WI0450800-hortonville,2024,WI,WI0450800,token_reporting_flag,flag_review,,,medium,0,"2024 = 7 (agg assault 1, larceny 5, MVT 1); own baseline average 23.5 with larceny 20.5. Unlike the other Wisconsin cases the composition arm did NOT fire - retention is even at 24% larceny against a 30% aggregate. What carries this one is a step, not a stream: 23/30/23/10(11mo)/18 through 2022, then 6 in 2023 and 7 in 2024. A 65% level drop appearing between two adjacent years and then holding flat, in a village whose FBI population grew 25% over the window (2,776 to 3,481), is a reporting-regime break at a year boundary, not a crime dynamic. EST2024 = 7 observed is NOT defensible, and neither is 2023's 6. Repair: fill from the pre-break own history (2018-2022 average ~23.5; peer-rate check 929.7/100k x 3,481 = 32.4 for an upper bound). Target ~23. Treat 2023 and 2024 together - a 2-year own-history window would fill 2024 from the already-broken 2023."
c-IL0530300-fairbury,2024,IL,IL0530300,token_reporting_flag,partial_year_uplift,,33,high,0,"token_report_treat_as_partial. EST2024 = 7 observed is NOT a defensible repair. Lane check answered: CIUS 7 = NIB 7 = SRS 7, so no larger equally-complete 2024 submission was discarded. Months believable: not determinable — the SRS 9-month figure tracks incident-bearing months, not the submission window, and x12/9 = 9.3 offenses is far too small to close the gap, so do not repair by uplift. Repair on level instead, anchored on the pre-NIBRS era: 2018-2020 own full years are 33, 20 and ~33 (25 on 9 months annualised) -> ~26-29; peer-band fill gives 929.7 per 100k x 3,555 = ~33. Both anchors land 26-33; recommend ~29 published as imputed. IMPORTANT SCOPE NOTE: the defect is not confined to 2024. The whole NIBRS-era block for this ORI is depressed — 2021 5/3mo, 2022 2 on a full 12 NIBRS months, 2023 9/11mo, 2024 7/12mo — against a pre-NIBRS level of 20-33. 2022 (total 2 on a complete 12-month NIBRS year, 9% of baseline) is at least as bad as 2024 and should be flagged in the same action, or the repair will leave a four-year trough in the panel."
c-MA0090300-ashby,2024,MA,MA0090300,genuine_low_crime,accept_observed,,,medium,0,Keep 7; EST2024=7 defensible.
c-ND0020000-barnes,2024,ND,ND0020000,token_reporting_flag,partial_year_uplift,6,6,high,0,~6 believable months; month-ratio repair 5x12/6=10 treated as a minimum because streams are missing. EST2024=5 not defensible.
c-FL0400100-madison,2024,FL,FL0400100,token_reporting_flag,flag_review,6,,high,0,"Packet-taxonomy sub-verdict: structural_zero_treat_as_missing — the published 1 is a token, not a thin year. Recommend reclassifying 2024 as missing and filling from PEERS, not own history. The own-history route is correctly barred (nearest real report is 2018, six years back, failing the within-2-years rule) and is in any case unusable because the two 2018 lanes disagree by 6x. Peer basis: local_police, band (2500,5000] -> 929.7/100k x 3,033 = ~28/yr; prefer a Florida-specific peer rate if one exists, since FL small-city index rates run above the national band median. EST2024=1 [observed] is not defensible. SEPARATE DEFECT DESERVING ITS OWN TICKET: the 2018 lane conflict — CIUS 16 at a labelled 12 months vs SRS 96 on 6 reported months (annualising to ~192) for the same agency-year is a 6-12x discrepancy, and the SRS figure is the one consistent with this town's historic FDLE index level while CIUS 16 looks like a partial-coverage print. Any own-history machinery that ever touches this ORI will be anchored on whichever of the two the ladder happens to pick."
c-NY0353700-harriman-village,2024,NY,NY0353700,token_reporting_flag,partial_year_uplift,,,high,0,8-month partial; direct 12/8 adjustment gives an estimated total of 6. EST2024=4 not defensible as a complete year.
c-WI0140400-juneau,2024,WI,WI0140400,token_reporting_flag,flag_review,,,high,0,"Same property-stream loss as Marshall, but it started in 2021 and 2024 is the fourth year of it. 2024 = 4 (rape 1, agg assault 2, larceny 1); baseline (2018-2020, totals 32/19/19) averages 23.3 with larceny 19 - 81% of the mix. Larceny retention is 5.3%; in the 2022 low year it was 11%. EST2024 = 4 observed is NOT defensible. CRITICAL for the repair: the 2021-2023 baseline median is 4, and 2024 is 100% of it, so any own-history fill keyed on a 2-year window will reproduce the artifact rather than correct it. The fill must reach the pre-2021 regime: own 2018-2020 average 23.3, and the peer-rate check (929.7/100k x 2,497 = 23.2) lands on the same number, which is reassuring. Target ~23. This case should also be escalated as a multi-year flag - 2021, 2022 and 2023 carry the same defect and are presumably sitting in the panel as observed values too."
c-WI0380300-peshtigo,2024,WI,WI0380300,token_reporting_flag,partial_year_uplift,,,medium,0,"2024 = 6 (agg assault 2, burglary 1, larceny 2, MVT 1) against a baseline average of 22.4 with larceny 15.8. Larceny retention 13%, burglary 36%, while agg assault and MVT sit at 125%. The series 31/32/21/16/12/12/6 looks like a smooth decline, but the decline is almost entirely larceny - the non-property streams are flat or up. EST2024 = 6 observed is NOT defensible. Repair caveat: the 22.4 baseline is pulled up by the 2018-2019 SRS years, and the agency's recent honest level looks closer to 12 (2022 and 2023). So the defensible target is the property streams restored to the 2022-2023 level, giving a total around 12-15, not a snap back to 22; the peer-rate check (929.7/100k x 3,377 = 31.4) is well above own history and should not drive this one. Recommend routing to imputation with an own-history basis over a 2021-2023 window and flagging the agency for a multi-year property-stream review rather than a 2024-only patch."
c-MI1161100-new-buffalo,2024,MI,MI1161100,misread_missing,treat_missing_repair,7,15,medium,0,"Carry 2024 as MISSING and fillable. 2023 (18, 12mo) and 2022 (15, 12mo) are real reports inside the 2-year window, so the own-history anchor is ~15-18. Do not uplift the 7-month Return-A count (2 x 12/7 = 3.4)."
c-MN0840000-wilkin,2024,MN,MN0840000,genuine_low_crime,accept_observed,,,medium,0,"Keep 4; EST2024=4 defensible, no partial-year scaling since NIBRS supports 12 months."
c-PA0070500-bellwood,2024,PA,PA0070500,token_reporting_flag,partial_year_uplift,,,high,0,Three-month partial; direct repair 1x12/3=4 offences. EST2024=1 not defensible as a complete year.
c-PA0191500-locust-township,2024,PA,PA0191500,token_reporting_flag,partial_year_uplift,6,6,high,0,"Packet vocabulary: token_report_treat_as_partial — and here the partial is GENUINE rather than token, which is the distinction that matters for this case. Believable months = 6. x2 annualization gives 6.0, which lands exactly where the agency's own recent record sits (annualized 2020 6.5, 2022 9.6, 2023 6.7, after 17 in 2018 and 15.3 in 2019), so publish ~6 (299/100k). The defect is narrow and precise: 3 was published as a complete 12-month year when the submission covers 6 months, understating the year by exactly half. Multi-lane check: both lanes carry 3 with an identical vector; nothing larger was discarded. SECONDARY, LOWER-STAKES CHECK: FBI population served steps from 1,375 (2020) to 1,959 (2021) and holds near 2,010, above Locust Township's own Census count, so this ORI may cover neighbouring Columbia County municipalities — worth verifying the weight-1 exclusive assignment to cousub 4203744208. EST2024 = 3 observed is not defensible; EST2024 = 6 would be."
c-MO0492100-oronogo,2024,MO,MO0492100,misread_missing,treat_missing_repair,,14,low,0,"Carry 2024 as MISSING and fillable. 2023 (14, 12mo) and 2022 (16, 12mo) are real reports inside the 2-year window, so the own-history anchor is ~14-16. Do not annualise from the 10-month Return-A count: 2023 also carried 10 Return-A months and totalled 14, so 10-month coverage demonstrably does not explain a drop to 6, and 6 x 12/10 = 7.2 would falsely certify the year as measured-and-scaled. Flagged low confidence: the Missouri State Highway Patrol 2024 agency table would settle this and Ozark County together."
c-IL0710400-polo,2024,IL,IL0710400,token_reporting_flag,partial_year_uplift,,,high,0,"Treat 2024 as effectively a non-report with a single incident leaking through; believable coverage is about 1 month. LADDER CHECK: all three lanes carry the identical vector 0/0/0/1/0/0/0 totalling 1 — CIUS 1/12mo, NIB 1/12mo, SRS 1/1mo — so nothing larger was discarded. This is the BLANK-AS-ZERO artifact in its near-pure form: the selected CIUS row is a publication value on an underlying submission of ONE month, and CIUS carries no months column so the pipeline assigned 12 by assumption; CIUS is the Return-A master frozen at publication and therefore cannot corroborate the submission it was derived from. RECOMMENDED 2024 VALUE: own-history fill from 2022-2023 (6 and 9, median 7.5), applied per offense — both are real reports inside the 2-year recency window. Do NOT use the annualisation: 1 x 12/1 = 12 happens to land right on the agency's 2019-2023 level, which usefully corroborates that the mechanism is month loss, but a x12 multiplier on a single observed event is not a defensible estimator (the variance is enormous and the offense mix would be one aggravated assault multiplied twelvefold). Current EST2024 (reported 1 -> estimated 1) is not a defensible repair."
c-IN0240100-brookville,2024,IN,IN0240100,genuine_low_crime,accept_observed,,,medium,0,Keep 6; EST2024=6 defensible; all 2024 lanes carry same value.
c-MO0920700-cottleville,2024,MO,MO0920700,token_reporting_flag,partial_year_uplift,6,6,high,0,"~6 believable months; minimum correction 4x12/6=8, retaining a token flag because 8 is still extremely low and the mix looks incomplete. EST2024=4 not defensible."
c-PA0361800-christiana,2024,PA,PA0361800,token_reporting_flag,partial_year_uplift,2,18,high,0,"Packet sub-verdict: token_report_treat_as_partial. Believable months = 2 (SRS record). CIUS 2 at '12mo' is the identical vector to SRS 2 at 2mo — one 2-month submission, 12-month label by assumption. Correct handling: months_reported=2, annualise 2 x 12/2 = 12. That repair is independently corroborated by this agency's own recent annualised history, which is remarkably stable around 12-21: 2020 = 12 on 8mo -> 18, 2022 = 7 on 4mo -> 21, 2023 = 11 on 9mo -> 14.7, and the 2018 CIUS full-year print of 15 (itself sitting on a 10-month record, so ~18 corrected). So ~12-15 is the defensible 2024 value and 12 sits at the conservative end. Also flag that the screen's 'own 2018-2023 FULL-YEAR median: 15' is drawn from the 2018 CIUS row, which is a 10-month submission mislabelled 12 — the comparison baseline is contaminated by the same artifact as the case under review. EST2024 = 2 observed is NOT defensible: at 182 per 100k it is one sixth of the level this same department recorded in four of the six preceding years."
c-SD0410200-lennox,2024,SD,SD0410200,token_reporting_flag,partial_year_uplift,,,high,0,"Not credible as published; EST2024=5 is NOT defensible. This is NOT a partial-month case - the state record confirms 12 months filed - so a months-ratio uplift would be misapplied; it needs a content-level fill. The repair value is unusually well grounded: 89 submitted incidents x the agency's own 2023 Part-I/incident yield (20/101) = 17.6, which independently corroborates a hist_median fill of about 18-20. Use hist_median, not trend_log_linear: 2019-2023 ran 16, 18, 16, 23, 20 with no trend, so a log-linear fit would be unjustified. Apply at stream level with the observed values as floors - burglary and larceny are the collapsed streams. Footprint unchanged (municipal place 4636380, Lennox city, w=1)."
c-IL0050000-brown,2024,IL,IL0050000,token_reporting_flag,treat_missing_repair,,,high,0,"Packet vocabulary: structural_zero_treat_as_missing. Do not publish 0. The last real report is 2019 (SRS 11 at 12 months) — five years back — so the 'own-history fills require a real report within 2 years' gate blocks the correct repair and the pipeline as configured has no legal fix for this agency-year. Either widen the gate to admit the 2018-2019 level with an explicit flag, or send the year to a peer fill. Recommended basis: sheriff peer rate 522.7/100k x 4,413 = 23 as the upper anchor, own 2018-2019 median 12.5 as the lower; publish in the 12-23 range, or mark the footprint uncovered. EST2024 = 0 [observedx7] is not defensible."
c-PA0152000-birmingham-township,2024,PA,PA0152000,token_reporting_flag,partial_year_uplift,1,12,high,0,"Packet vocabulary: token_report_treat_as_partial. Believable months = 1 (the SRS submission); the CIUS 12-month/high-tier label is the pipeline's default applied to a row whose 7-offense vector is identical to the 1-month SRS row, so the completeness is fabricated, not published by the FBI as a measurement. Repair basis: flat x12 annualization of a single month gives 24 but is extremely noisy off 2 counts, so prefer own history — full-year-equivalents {2018 17, 2019 12, 2020 12, 2022 6, 2023 18}, median 12, giving ~12-17 (about 300-420/100k, still well under the 929.7 peer median). Multi-lane check: both lanes carry 2 with the same vector, so no larger submission was discarded. EST2024 = 2 observed is not defensible — it publishes one month of data as a year."
c-AL0600000-sumter,2024,AL,AL0600000,token_reporting_flag,treat_missing_repair,4,15,high,0,"Not credible as published. Believable months = 4 at most (SRS 2/4mo; the NIBRS 12-month batch header is contradicted by the Return-A record). Uplift is again insufficient rather than sufficient: 2 x 12/4 = 6, still 24% of the agency's own 24.7/yr baseline, and it cannot restore burglary (0 against a baseline of 8.7) or aggravated assault (0 against 6.3). Recommended treatment: mark 2024 missing and fill from own baseline years (2018 = 49, 2019 = 14, 2022 = 11; median 14, average 24.7) => ~15-25 total Part-I, carrying the baseline mix (agg assault 6 / burglary 9 / larceny 7 / MVT 2). Peer reference: sheriff band (5000,10000] at 593.1/100k on FBIpop 5,974 => ~35, upper bound only. EST2024 = 2 observed is NOT defensible. Footprint consequence: crosswalked w=1 exclusive to 'Alabama nonmunicipal remainder', so the suppressed mass dilutes the statewide unincorporated remainder rather than just Sumter County."
c-MD0200100-crisfield,2024,MD,MD0200100,token_reporting_flag,partial_year_uplift,3,3,high,0,"~3 reported months; repair 2x12/3=8 offence-by-offence, retaining a quality flag since 8 is still low. EST2024=2 not defensible."
c-MN0540000-norman,2024,MN,MN0540000,token_reporting_flag,treat_missing_repair,,15,high,0,Set missing; eight-month annualization only reaches 4.5 and preserves the omission; use the 2021-23 median ~15. EST2024=3 not defensible.
c-OH0761000-navarre,2024,OH,OH0761000,genuine_low_crime,accept_observed,,,medium,0,Keep 13; NIBRS records 12 months and no lane carries a larger total. EST2024=13 defensible.
c-PA0156200-east-marlborough-townshi,2024,PA,PA0156200,token_reporting_flag,partial_year_uplift,2,18,high,0,"Packet vocabulary: token_report_treat_as_partial. Believable months = 2. Repair basis: x6 annualization gives 18, and own-history full-year-equivalents {2018 15, 2019 29.3, 2020 12, 2022 18, 2023 27.4} give a median of 18 — the two independent methods converge, so publish ~18 (223/100k, still only 20% of the 1096.9 peer median). Multi-lane check: both 2024 lanes carry 3 with an identical vector, so no larger submission was discarded. EST2024 = 3 observed is not defensible."
c-AL0210000-conecuh,2024,AL,AL0210000,token_reporting_flag,treat_missing_repair,,19,high,0,"Packet-level verdict: structural_zero_treat_as_missing in effect (the single offence is a token, and token_report_treat_as_partial is the wrong repair shape — annualising 1 offence over the SRS 5 months gives 2.4, which is still not a reachable county-level outcome, so uplift cannot fix it). Believable months of 2024 content: effectively none; do not treat 5 or 12 months as covered. EST2024 = 1 [observedx7] is NOT defensible. Correct handling: void the 2024 agency-year and fill from own history (licensed: 2023 is a real 12-month report in both lanes at 24). Recommended basis: median of the three most recent credible years, 2021 NIB 17/11mo (annualised 18.5), 2022 NIB 11/9mo (annualised 14.7) and 2023 24/12mo, giving ~19-20. Ladder check requested by the packet resolves NO: NIB 1 and SRS 1 are the identical total, so no larger equally-complete submission was discarded."
c-AL0530100-marion,2024,AL,AL0530100,token_reporting_flag,treat_missing_repair,0,14,high,0,"structural_zero_treat_as_missing. EST2024 = 0 observed is NOT defensible. Mark 2024 missing and fill from OWN history, which is permissible here because a real report exists within 2 years (2023, 6 offenses on 6 months). Basis: last clean 12-month year 2020 = 17; 2021 annualised 16.4; 2022 annualised 18.0; 2023 annualised 12.0 — a stable own-history level of 12-18, so ~14-17 total Part-I with the offense mix of the 2020 baseline (agg assault 5 / burglary 8 / larceny 3 / MVT 1). Peer cross-check: local_police band (2500,5000] at 929.7/100k on FBIpop 2,610 => ~24, so the own-history fill sits conservatively below the peer floor and is the safer anchor. Do not use the trend_log_linear path: the 2023->2024 'slope' is record decay, not crime decline."
c-IL0180000-cumberland,2024,IL,IL0180000,token_reporting_flag,treat_missing_repair,,,high,0,"Not credible; packet-vocabulary verdict: token_report_treat_as_partial, but with an important qualification. At most 5 months are Return-A-verified, yet uplift (3 x 12/5 = 7.2) does NOT repair the defect, because the missing mass is stream-shaped, not month-shaped - a x2.4 uplift still publishes zero burglary, zero larceny and zero MVT for a rural sheriff. Recommended repair: treat 2024 as an incomplete report and fill from the 2023 full-year NIBRS record (10 at 12 months), a real report within two years. The peer floor (593.1/100k x 7,686 = 45.6) is a poor anchor here: this sheriff has run at 180-370/100k across its whole clean history, well under the sheriff peer median, so own-history is the better basis. EST2024=3 observed is not defensible."
