# stage1_adjudications registry: zero_missing_adjudicated.csv
# source_registry: state/qa/stage1_adhoc_review/zero_missing_adjudicated.csv
# source_pass: pass 4 (apply_stage1_final_rulings.py) landing on passes 1-3
# rows: live rulings only (the per-class registries hold no superseded rows); the full
#   audit ledger with every superseded instance is state/qa/stage1_adhoc_review/rulings_full.csv
# target_year: 2024
# generated_by: scripts/review/source_audit/promote_stage1_adjudications_to_configs.py
# generated_at: 2026-07-30T04:10:35+00:00
# source_sha256: 47cab976df81797903489372c69534c54f2074e2e0d15c46f4c3f8c965e2b6cd
# rows_written: 263
case_id,target_year,state,oris,verdict,downstream_action,believable_months,confidence,needs_review,detail
r-PA0652900-avonmore-boro,2024,PA,PA0652900,misread_missing,treat_missing_repair,,high,0,"Set the 2024 agency-year MISSING and fillable. Fill basis: own-history is INADMISSIBLE - the entire 2018-2023 window carries 3 filed months (all in 2018) and the 2-year recency rule fails by six years. Use the peer band (0,1000] at 503.4/100k x 879 = 4.4/yr. Cross-check that this is not an inflation: the one positive row on record (2018, 1 offence on 3 filed months) annualises to 4.0/yr, which agrees with the peer figure. Carry ~4/yr. EXCLUDE 2019-2023 (0 filed months each) and the CIUS-lane median of 0/0.5 derived from them."
x-KY0430200-caneyville,2024,KY,KY0430200,genuine_zero_year,retain_zero,,medium,0,observed zero for 12 months
x-KY0900200-bloomfield,2024,KY,KY0900200,token_reporting_flag,partial_year_uplift,1,medium,0,zero for 1 believable month; treat as partial and do not preserve it as a complete-year zero
b2-FL0299000-hp-hillsborough,2024,FL,FL0299000,misread_missing,treat_missing_repair,1,high,0,misread_missing
b2-GA0050400-georgia-military-college,2024,GA,GA0050400,genuine_zero_year,retain_zero,,high,0,genuine_zero_year
b2-GA0680800-piedmont-college,2024,GA,GA0680800,genuine_zero_year,retain_zero,,high,0,"[raw:true_zero] 2024 is a genuine full-year zero for Piedmont College, ORI GA0680800, statewide overlap footprint, FBI population unavailable."
b2-MN0701000-elko-new-market,2024,MN,MN0701000,misread_missing,treat_missing_repair,,high,0,"Treat 2024 as MISSING for MN0701000 (Elko New Market PD), not as an observed zero, and flag 2023 alongside it. The 2024 NIB row that the YR line omitted is real but is NOT an affirmative zero-report: its months_reported=12 comes from the NIBRS batch header's self-declared number_of_months_reported field (src/crimerisk/observations.py, the header_months_reported merge at ~line 820), and the underlying incident stream contradicts it. Raw NIBRS administrative segment, 2024: this agency transmitted 2 incidents for the entire year (2024-02-07 and 2024-07-08), both simple assault — Group A but non-Part-I. The Part-I zero is arithmetic from a near-empty submission, not a measured zero. Its own incident stream: 2020=39 (7 declared months), 2021=45, 2022=34, 2023=4, 2024=2, against a flat-to-growing FBI population (4,855 -> 5,126). Absolute plausibility fails twice over: (a) national benchmark, city agencies pop 4,000-6,000 declaring 12 NIBRS months in 2024 (n=791) have median 136 total incidents, 5th pct 35, 1st pct 12, and only 0.51% submit <=2 — Elko submitted 2; (b) its own Scott County peers, all 12-month 2024 reporters, published Part-I of 40 (Belle Plaine), 34 (Jordan), 56 (New Pragu"
b2-NY0132800-millbrook-village,2024,NY,NY0132800,misread_missing,treat_missing_repair,,medium,0,misread_missing
b2-NY0355800-highlands-town,2024,NY,NY0355800,misread_missing,treat_missing_repair,,medium,0,misread_missing
b2-PA0140100-bellefonte,2024,PA,PA0140100,misread_missing,treat_missing_repair,,high,0,misread_missing
b2-PA0450100-delaware-water-gap,2024,PA,PA0450100,misread_missing,treat_missing_repair,,medium,0,misread_missing
b2-VT0110300-castleton,2024,VT,VT0110300,misread_missing,treat_missing_repair,,medium,0,"Treat 2024 as MISSING for VT0110300 (Castleton PD), and flag 2022 and 2023 as degraded alongside it. The wind-down hypothesis the packet invites is REFUTED, so this is not a fourth category: Castleton PD is an operating full-service department with 5 full-time officers plus part-timers covering Castleton, Hydeville and Bomoseen; the NIBRS batch header shows no agency_inactive_date and no covered_by_ori in any year 2016-2024, and it declared 12 months every year from 2018 through 2024. The 2024 NIB row omitted from the YR line is real but is a self-declared header month-count, not an affirmative zero-report: the raw incident stream for 2024 is 2 incidents for the whole year (2024-04-25 and 2024-06-23), both simple assault, neither Part-I. Own incident history: 2019=73, 2020=73, 2021=67, 2022=19, 2023=3, 2024=2, against a flat population (~4,500). Vermont peers of the same size in 2024, all 12-month reporters, published Part-I of 149 (VT0110700, pop 3,929) and 115 (VT0100100, pop 4,300); national size-matched benchmark (pop 4,000-6,000, 12 declared NIBRS months, n=791) has median 136 total incidents with only 0.51% at <=2. IMPORTANT CORRECTION to the packet's calibration: the demonst"
b2-AL0080500-highland-lake,2024,AL,AL0080500,genuine_zero_year,retain_zero,,medium,0,genuine_zero_year
b2-AL0160600-coffeeville,2024,AL,AL0160600,genuine_zero_year,retain_zero,,medium,0,genuine_zero_year
b2-GA0290900-athens-technical-college,2024,GA,GA0290900,unclear_escalate,retain_current_flag_review,,low,1,Obtain the college police department's 2024 jurisdiction/incident record or Georgia UCR certification showing whether the twelve monthly zero returns represented active police reporting.
b2-IL0141500-kaskaskia-college,2024,IL,IL0141500,genuine_zero_year,retain_zero,,medium,0,genuine_zero_year
b2-IL0150900-lake-land-college,2024,IL,IL0150900,genuine_zero_year,retain_zero,,medium,0,genuine_zero_year
b2-IL0190600-waterman,2024,IL,IL0190600,misread_missing,treat_missing_repair,,medium,0,"2024 must not be carried as an observed 0 at tier high, 7-of-7. The agency-year goes MISSING and fillable. No own history exists to fill from - 2018-2023 are 0-month absences, not observed zeros - so the repair basis is the neighbour/peer set: same-county, size-matched DeKalb County village agencies published Part-I of 7 (Kingston), 7 (Somonauk), 19 (Hinckley), 23 (Cortland) and 3 on 9 months (Kirkland), and the (1000,2500] local_police peer median of 702.6 per 100k on FBIpop 1,417 implies ~10. A fill in the 7-10 range is defensible; 0 is not. When 2025 lands it retroactively settles the case - a normal 15-35 incident stream confirms the onboarding artefact, a second near-empty year would justify restoring the zero."
b2-IL0410300-rend-lake-college,2024,IL,IL0410300,genuine_zero_year,retain_zero,,medium,0,genuine_zero_year
b2-IL0501300-grand-ridge,2024,IL,IL0501300,genuine_zero_year,retain_zero,,medium,0,genuine_zero_year
b2-IL0921600-sidell,2024,IL,IL0921600,genuine_zero_year,retain_zero,,medium,0,genuine_zero_year
b2-IL0921800-fithian,2024,IL,IL0921800,genuine_zero_year,retain_zero,12,high,0,"Carry 0 as observed for 2024, 12 months believable; no fill, no uplift. Separate defect to log, not affecting this ruling: the 2020 CIUS row is a genuine blank-as-zero artifact (12-month label on a 0-month SRS record, no NIBRS row that year, only 6 of 7 offense rows with larceny absent) and should be dropped from this ORI's own-history baseline rather than counted as an observed zero year."
b2-IL0921900-henning,2024,IL,IL0921900,genuine_zero_year,retain_zero,12,high,0,"Carry 0 as observed for 2024, 12 months believable; no fill, no uplift. Log the 2020 CIUS row as a blank-as-zero artifact (12-month label on 0-month SRS, no NIBRS row, 6 of 7 offense rows) and exclude it from own-history baselines."
b2-IL0922000-indianola,2024,IL,IL0922000,genuine_zero_year,retain_zero,12,medium,0,"Carry 0 as observed for 2024, 12 months believable; do not peer-fill (a fill would fabricate ~1.1 offences onto a 218-person village against five affirmative zero filings). Flag for a coverage/footprint review rather than a fill: this ORI has never transmitted a positive, so verify whether Vermilion County Sheriff answers calls inside place 1737348 before the exclusive w=1 crosswalk is treated as a measured-zero polygon. Also correct the 'seven consecutive zero years' count: 2020 is a blank-as-zero artifact (12-month label on 0-month SRS, no NIBRS row, 6 of 7 offense rows) and the 2021 NIBRS 12-month header contradicts the roster NIBRS start of 2021-10-01, so the defensible evidence is five real full-year zeros, not seven."
b2-IN0740600-chrisney,2024,IN,IN0740600,genuine_zero_year,retain_zero,12,low,0,"Carry 0 as observed for 2024, 12 months believable — but carry it as low-confidence and flag the ORI. Do not send the year missing: with the last real filing in 2019 the own-history fill rule (real report within 2 years) fails, so a fill would come from peers and fabricate ~2.4 offences for a 469-person town whose every actual filing has been a zero. What would settle it, if the supervisor wants it settled: Indiana sworn-officer employment/roster evidence that Chrisney PD had staff in 2024, or a Spencer County Sheriff coverage agreement for Chrisney town. Recommend a coverage/footprint review of the exclusive w=1 crosswalk to place 1812574 rather than a fill."
b2-KS0010300-moran,2024,KS,KS0010300,genuine_zero_year,retain_zero,12,low,0,"Carry 0 as observed for 2024, 12 months believable, flagged low-confidence. Do not peer-fill: the last real filing is 2020, so an own-history fill fails the 2-year rule and a peer fill would fabricate ~2.3 offences against four separate zero filings by this agency. Flag for a coverage/footprint review — verify whether Allen County Sheriff answers calls inside place 2048125 before the exclusive w=1 crosswalk is treated as a measured-zero polygon."
b2-KS0850200-assaria,2024,KS,KS0850200,genuine_zero_year,retain_zero,12,low,0,"Carry 0 as observed for 2024, 12 months believable, flagged low-confidence. Do not peer-fill: last real filing is 2020, so own-history fill fails the 2-year rule and a peer fill would fabricate ~2.1 offences against four zero filings. Flag for a coverage/footprint review of the exclusive w=1 crosswalk to place 2002850 (whether Saline County Sheriff answers calls in Assaria city)."
b2-KY0561400-woodlawn-park,2024,KY,KY0561400,genuine_zero_year,retain_zero,12,medium,0,"Carry 0 as observed for 2024, 12 months believable; no fill. Flag the footprint, not the count: at pop 928 in a residential enclave inside Jefferson County, the exclusive w=1 crosswalk to place 2184576 should be reviewed against the Louisville Metro ORI's coverage. If LMPD answers calls inside the enclave, the ORI zero is true while the polygon zero is wrong — that is a coverage/allocation defect with no token in this vocabulary, and it must not be repaired by filling this agency-year."
b2-KY0660100-hyden,2024,KY,KY0660100,genuine_zero_year,retain_zero,12,medium,0,"Carry 0 as observed for 2024, 12 months believable; no fill. Flag for a coverage/footprint review rather than a fill: never-positive across seven filing years at a county seat of ~280 warrants checking whether Leslie County Sheriff or KSP take the Part-I reports inside place 2138908 before the exclusive w=1 crosswalk is treated as a measured-zero polygon."
b2-KY0980200-elkhorn-city,2024,KY,KY0980200,genuine_zero_year,retain_zero,12,medium,0,"Carry 0 as observed for 2024, 12 months believable; no fill. Note for the footprint queue: pop 965 is the largest in this batch, so if the aggregate index shows the Elkhorn City polygon (place 2124382) as an implausible cold spot, the fix belongs in coverage/allocation against the Pike County Sheriff and KSP ORIs, not in filling this agency-year."
b2-KY1020100-livingston,2024,KY,KY1020100,genuine_zero_year,retain_zero,12,high,0,"Carry 0 as observed for 2024, 12 months believable; no fill, no uplift. Note on the neighbouring years: the 2022 and 2023 CIUS zeros sit on 1-month and 2-month SRS submission records, i.e. inside the blank-as-zero window, and are rescued only by their own NIBRS 12-month headers — they should not be cited as independent corroboration of the 2024 zero. 2024 stands on its own 12-month NIBRS header."
b2-KY1140400-woodburn,2024,KY,KY1140400,unclear_escalate,retain_current_flag_review,,low,1,Obtain Woodburn Police Department's 2024 incident-level RMS/UCR extract or an official Warren County policing-transfer agreement showing whether incidents were reported under the sheriff's ORI.
b2-LA0190300-wilson,2024,LA,LA0190300,unclear_escalate,retain_current_flag_review,,low,1,Obtain Wilson Police Department's 2024 incident-level RMS/UCR extract or an official East Feliciana Parish service agreement identifying the ORI under which village incidents were reported.
b2-LA0600900-heflin,2024,LA,LA0600900,genuine_zero_year,retain_zero,,medium,0,Carry the observed zero as a complete 12-month 2024 report.
b2-MI2755500-marenisco-township,2024,MI,MI2755500,genuine_zero_year,retain_zero,,medium,0,Carry the observed zero as a complete 12-month 2024 report.
b2-MI3264400-owendale,2024,MI,MI3264400,genuine_zero_year,retain_zero,,medium,0,Carry the observed zero as a complete 12-month 2024 report.
b2-MN0010200-mcgregor,2024,MN,MN0010200,unclear_escalate,retain_current_flag_review,,low,1,Obtain McGregor Police Department's 2024 incident-level RMS/UCR extract or an official Aitkin County service agreement identifying where McGregor incidents were reported.
b2-MN0181300-cuyuna,2024,MN,MN0181300,genuine_zero_year,retain_zero,,medium,0,Carry the observed zero as a complete 12-month 2024 report.
b2-MN0280500-hokah,2024,MN,MN0280500,genuine_zero_year,retain_zero,,medium,0,Carry the observed zero as a complete 12-month 2024 report.
b2-MO0050700-washburn,2024,MO,MO0050700,genuine_zero_year,retain_zero,,medium,0,Carry the observed zero as a complete 12-month 2024 report.
b2-MO0191200-east-lynne,2024,MO,MO0191200,genuine_zero_year,retain_zero,,high,0,Carry the observed zero as a complete 12-month 2024 report.
b2-MO0470400-arcadia,2024,MO,MO0470400,genuine_zero_year,retain_zero,12,high,0,"Carry the published 0 as observed for 2024, 12 believable months. No uplift, no fill, no flag."
b2-MO0540900-napoleon,2024,MO,MO0540900,genuine_zero_year,retain_zero,12,medium,0,"Carry the published 0 as observed for 2024, 12 believable months. No uplift, no fill."
b2-MO0980600-emma,2024,MO,MO0980600,genuine_zero_year,retain_zero,12,medium,0,"Carry the published 0 as observed for 2024, 12 believable months. No uplift, no fill."
b2-MS0610900-puckett,2024,MS,MS0610900,genuine_zero_year,retain_zero,12,medium,0,"Carry the published 0 as observed for 2024, 12 believable months. No uplift, no fill."
b2-NB0140300-laurel,2024,NE,NB0140300,misread_missing,treat_missing_repair,33,medium,0,"The 2024 agency-year must NOT stand as a measured full year. Set it MISSING and fillable. It cannot be filled from own history - every year 2018-2024 is zero, so a hist_median or trend fill returns 0 and reproduces the defect; fill from the size-matched peer lane for local_police at pop 940 (peer median 503.4/100k implies roughly 5 Part-I offences a year for this footprint). Footprint is unchanged: Census place 3126350 'Laurel city', w=1 exclusive."
b2-NH0033000-roxbury,2024,NH,NH0033000,genuine_zero_year,retain_zero,12,medium,0,"Carry the published 0 as observed for 2024, 12 believable months. No uplift, no fill."
b2-NH0101000-goshen,2024,NH,NH0101000,genuine_zero_year,retain_zero,12,low,0,"Carry the published 0 as observed for 2024, 12 believable months. No uplift, no fill. Flag this ORI as the weakest ruling in the batch - if the supervisor re-reads one case here, it should be this one."
b2-OK0200400-butler,2024,OK,OK0200400,genuine_zero_year,retain_zero,12,medium,0,"Carry the published 0 as observed for 2024, 12 believable months. No uplift, no fill."
b2-OK0270700-nash,2024,OK,OK0270700,genuine_zero_year,retain_zero,12,medium,0,"Carry the published 0 as observed for 2024, 12 believable months. No uplift, no fill."
b2-TX0030600-angelina-college,2024,TX,TX0030600,genuine_zero_year,retain_zero,12,medium,0,"Carry the published 0 as observed for 2024, 12 believable months. No uplift, no fill. Separately note for Stage 2 (not this verdict): the w=1 footprint is the Texas statewide overlap layer under 'flagged_auto', so this ORI's mass is smeared statewide either way - nothing in the place-level panel turns on this ruling."
b2-TX0191400-texarkana-college,2024,TX,TX0191400,unclear_escalate,retain_current_flag_review,12,medium,1,"Obtain the college's 2024 incident log or Clery statistics and confirmation that its police department, rather than another agency, retained primary policing responsibility; these would determine whether to carry 0 observed or mark the year missing and fillable."
b2-TX0201700-alvin-community-college,2024,TX,TX0201700,unclear_escalate,retain_current_flag_review,,medium,1,"Obtain the college's 2024 incident or Clery record and its policing-service arrangement; carry 0 only if those records confirm an active department with no Part-I offenses, otherwise carry missing and fillable."
b2-TX0313300-indian-lake,2024,TX,TX0313300,genuine_zero_year,retain_zero,,medium,0,Carry 0 as observed for 12 months.
b2-TX0780100-crowell,2024,TX,TX0780100,genuine_zero_year,retain_zero,,medium,0,Carry 0 as observed for 12 months.
b2-TX0960200-estelline,2024,TX,TX0960200,genuine_zero_year,retain_zero,,high,0,Carry 0 as observed for 12 months.
b2-TX1270500-hawley,2024,TX,TX1270500,genuine_zero_year,retain_zero,,medium,0,Carry 0 as observed for 12 months.
r-GA0850200-milner,2024,GA,GA0850200,genuine_zero_year,retain_zero,,medium,0,"Carry 0 as observed for 2024, with two corrections that the ruling should not be applied without. (1) Provenance: re-point LANE_SELECTED_2024 from cius_publication_annual to nibrs_srs_equivalent_annual. The CIUS row is the frozen Return-A master sitting on 0 SRS filed months and has no independent standing; the NIB row (12 filed months) is the actual measurement and happens to carry the same value. Same number, correct source -- and the CIUS-over-NIB preference is precisely what produced the failures in the two PA cases in this batch. (2) Strike the 'NEVER-POSITIVE HISTORY / 7 consecutive all-lane zero years' signal from any support for this verdict: five of those seven years (2018-2022) have 0 filed months in every lane and carry no information in either direction. The entire basis is the 22 months of genuine NIBRS exposure in 2023 (10 filed months, total 0) and 2024 (12 filed months, total 0). No fill, no uplift."
r-PA0102900-harrisville,2024,PA,PA0102900,misread_missing,treat_missing_repair,1,high,0,"Set the 2024 agency-year MISSING and fillable. The token diagnosis is CORRECT on the facts (1 believable month) but token_reporting_flag is not the operative disposition: 0 x 12/1 = 0, so a partial-year flag republishes the same zero. Fill basis: exposure-pooled own rate = 4 offences over 17 filed months 2018-2023 x 12 = 2.8/yr; the last real report (2023, 5 filed months, 3 larcenies) is within the 2-year recency rule so own-history is admissible. Peer band (0,1000] cross-check: 503.4/100k x 793 = 4.0/yr. Carry ~3/yr, composition all larceny (4 of 4 historical offences are larceny). EXCLUDE 2020, 2021, 2022 (0 filed months) and the 2018 CIUS 12-month zero (2-month submission) from the base; the 'own full-year median 0' is an artifact of those rows."
r-PA0103000-prospect,2024,PA,PA0103000,misread_missing,treat_missing_repair,,high,0,"Set the 2024 agency-year MISSING and fillable. Fill basis: anchor on 2019, the ONE demonstrably full-coverage year (12 SRS filed months, total 2 = 1 burglary + 1 larceny) -> 2/yr. Note explicitly that the 2-year own-history recency rule FAILS (2019 is five years back), so the pipeline's default route is the peer band (1000,2500] at 702.6/100k x 1082 = 7.6/yr, which is 3.8x this agency's own measured full-year level; treat 7.6 as an upper bound and prefer the 2019 anchor as a stated override, or blend within 2-7.6. EXCLUDE from the base: 2020, 2021, 2022, 2023 (0 filed months each), the 2018 CIUS zero (1-month submission), and the 'full-year median 0' computed from them."
r-PA0111900-blacklick-township,2024,PA,PA0111900,misread_missing,treat_missing_repair,1,medium,0,"Set the 2024 agency-year MISSING and fillable. Token diagnosis is right (1 believable month) but token_reporting_flag republishes the zero (0 x 12/1 = 0), so it is not the operative disposition. Fill basis: own-history must be BLOCKED entirely - this ORI has no positive Part-I count in any lane in any year 2018-2024, and its one full-coverage year (2019, 12 filed SRS months) is itself all-zero at pop 1,877, i.e. a zero-filer year, not a measurement. Using it as a base rate is the own-history-laundering error in its purest form. Use the peer band (1000,2500] at 702.6/100k x 1865 = 13.1/yr. FLAG FOR STAGE 2: if West-of-Cambria PSP or county coverage actually handles this township's incidents, the 13.1 fill may double count against the state lane; the footprint (cousub 4202106736, w=1 exclusive, provisional_auto) is the thing to re-examine, not this verdict."
r-PA0113500-loretto,2024,PA,PA0113500,misread_missing,treat_missing_repair,,medium,0,"Set the 2024 agency-year MISSING and fillable. Fill basis: own-history is INADMISSIBLE and must be blocked - 9 filed months across 2018-2023, all zero, no positive count in any lane in any year, no full-coverage year ever, and the last filed month is 2019 (recency rule fails). Use the peer band (1000,2500] at 702.6/100k x 1161 = 8.2/yr. CAVEAT to verify in Stage 2 (external knowledge, not verifiable from this packet): Loretto borough hosts Saint Francis University, whose campus offences would be carried by a separate university ORI in the CIUS Table 9 lane; if that ORI's footprint overlaps cousub 4202144704, a full residential peer fill on this borough polygon would partly double count, and the fill should be reduced accordingly."
r-PA0155300-west-nottingham-township,2024,PA,PA0155300,misread_missing,treat_missing_repair,,high,0,"Set the 2024 agency-year MISSING and fillable. Fill basis: peer band (2500,5000] at 929.7/100k x 2875 = 26.7/yr. Own-history must be BLOCKED: the only 12-filed-month year (2019, pop 2,700) is all-zero, i.e. a zero-filer year rather than a measurement, and the 0-month tail 2021-2023 carries no information; the packet's 'full-year median 0' is laundered from exactly those rows. Independent corroboration for the peer magnitude: the one month this agency ever filed with content (2020, 2 larcenies on 1 filed month) annualises to 24/yr, within 12% of the peer figure - so the peer fill is not an inflation, and the 2019 twelve-month zero is what is anomalous."
r-PA0261500-luzerne-township,2024,PA,PA0261500,misread_missing,treat_missing_repair,,high,0,"Set 2024 MISSING and fillable; drop the CIUS 0 (currently observed x7, tier hi, w=1.0). Believable measured months in 2024 = 1 (SRS filed 1 of 12). A 1-month zero uplifts to zero (0 x 12/1 = 0), so a partial-year flag would republish the identical zero — that is why the year goes missing rather than getting an uplift. FILL BASIS, anchored on the years with both real filed exposure and demonstrated records: 2020 (4 Part-I on 4 filed months) and 2022 (1 on 1) => ~0.83 Part-I per filed month ~= 10/yr, composition larceny-dominant (2020 was burglary 1 + larceny 3). Cross-checks that disagree, stated so the fill is not carried as precise: the only 12-filed-month year (2019) recorded 0 over 12 months, supporting ~0/yr; the peer band (local_police, 5,000-10,000) puts pop 5,127 at ~56/yr. Anchors span 0-56, so fill at the own-history figure (~10/yr) and carry it at the lowest confidence tier, never as a high-tier value. DO NOT anchor on 2021-2024 (0, 1, 0, 1 filed months) or on the packet's 'CIUS own median 0' from 2018-2019 — that is the degraded tail. Footprint is exclusive w=1 to cousub 4205145560 with no competing ORI in the packet, so a fill does not double count. The PA State Police "
r-PA0372100-little-beaver-township,2024,PA,PA0372100,misread_missing,treat_missing_repair,,medium,0,"Set 2024 MISSING and fillable; drop the CIUS 0. Believable measured months in 2024 = 0 — the agency submitted nothing to the FBI for 2024, so there is no partial year to uplift and no observation to keep. FILL BASIS must be PEER-ONLY: own history is unusable rather than merely low — 2 filed months across the 72 months of 2018-2023 (1 in 2018, 1 in 2019), and never a positive count in any lane in any year. Using that all-zero series as a base rate is the own-history-laundering error in its pure form, since the 'history' is 70 of 72 months unfiled (a 95% upper bound off 2 zero-months is ~18/yr, i.e. no constraint at all). Peer anchor: local_police (1,000-2,500] median 702.6/100k x 1,195 => ~8.4 Part-I/yr, composition weighted to larceny. CAVEAT ON THE REPAIR: an ORI that filed 2 months in 7 years while staying on the roster is the profile of a nominal department with PA State Police doing the actual patrol; if a PSP ORI's footprint covers cousub 4207343824 in the panel, this fill must be suppressed rather than added, or the township is counted twice. On the packet as given the polygon is exclusive w=1 to this ORI with no competing ORI, so the peer fill stands, but run the PSP-coverag"
r-PA0482800-walnutport,2024,PA,PA0482800,misread_missing,treat_missing_repair,,high,0,"Set 2024 MISSING and fillable; drop the CIUS 0. Believable measured months in 2024 = 1 (SRS filed 1 of 12); 0 x 12/1 = 0, so a partial-year flag republishes the same zero and cannot settle the case. FILL BASIS is well anchored on this agency's own filed exposure: 17 filed months across 2018-2023 (1/10/3/0/2/1) carrying exactly 1 Part-I offence (a single larceny in 2022) => ~0.06 per filed month ~= 0.7 Part-I/yr, and the last near-full-coverage year (2019, 10 filed months) measured 0. Fill ~= 1 Part-I/yr, larceny. The peer band (1,000-2,500] at 702.6/100k x 2,090 => ~14.7/yr is 20x the own rate and should be carried as an UPPER BOUND only, not as the fill — 17 months of the agency's own exposure outrank a band median. DO NOT anchor on the 2023-2024 tail (1 filed month each). Practical panel effect is small (0 -> ~1), but the year must stop carrying a tier-high weight-1.0 'measured' zero. Footprint exclusive w=1 to cousub 4209580800, no competing ORI, so no double count. Note the roster's NIBRS start of 2025-05-01 with no NIBRS row in any year: 2025+ arrives in a different lane, so this 2024 gap is a reporting seam and must not later be read as a level change."
r-PA0544700-branch-township,2024,PA,PA0544700,misread_missing,treat_missing_repair,,high,0,"Set 2024 MISSING and fillable; drop the CIUS 0 (and treat the 2023 CIUS 0 as the same artefact — it too sits on 0 filed months). Believable measured months in 2024 = 0 (the agency submitted nothing): no partial year, no observation. FILL BASIS: 2018 is the one demonstrably full-coverage year in the window (SRS 12 filed months, total 0, at pop 1,747), so this agency has an attested full-year zero at essentially the same population; anchored there the fill is ~0-1 Part-I/yr, with the 13 filed months of 2018-2019 giving a 95% upper bound near 2.8/yr. The peer band (1,000-2,500] at 702.6/100k x 1,764 => ~12.4/yr is an upper bound only — a measured 12-month zero from the agency itself outranks a band median. Recommend filling at ~1/yr (larceny) at the lowest confidence tier. DO NOT anchor on 2020-2023 (zero filed months in all four years) and do not treat the CIUS 2023 zero as a data point, since it is the same publication default now under review. Footprint exclusive w=1 to cousub 4210708200, no competing ORI, so no double count. Supporting the non-report reading: FBI population served for this ORI swings 1,730 (2020) -> 2,397 (2021) -> 2,402 (2023) -> 1,764 (2024), a +-39% move indica"
r-PA0560100-meyersdale,2024,PA,PA0560100,misread_missing,treat_missing_repair,,high,0,"Set 2024 MISSING and fillable; drop the CIUS 0. Believable measured months in 2024 = 0 (the agency submitted nothing to the FBI). FILL BASIS: the agency's own exposure in the years it actually filed — 8 filed months across 2018-2020 (5/1/2) carrying 3 Part-I offences (2019: 1 larceny; 2020: 1 burglary + 1 larceny) => ~0.38 per filed month ~= 4.5 Part-I/yr, composition burglary + larceny. The peer band (1,000-2,500] at 702.6/100k x 1,999 => ~14.0/yr sits well above that; fill at the own-history figure (~4-5/yr) and treat the peer figure as the upper bound. DO NOT anchor on 2021-2023 (zero filed months in all three years). Also do NOT read the packet's annualised 2019 line (1 offence on 1 filed month rendered as 12, '600% of baseline') as a level — that is a x12 artefact of a single larceny, and the packet's 'median full-year total of 2' is itself drawn from a 2-filed-month year, so it is not a full-year quantity and was not used. Footprint exclusive w=1 to cousub 4211148912, no competing ORI, so no double count."
r-PA0560500-boswell,2024,PA,PA0560500,misread_missing,treat_missing_repair,,medium,0,"Set 2024 MISSING and fillable; drop the CIUS 0 (2023 carries the identical artefact and should go the same way if it is in scope). Believable measured months in 2024 = 0 — and 0 in every year: SRS filed months 2018-2024 are 0 0 0 0 0 0 0, i.e. this ORI has not submitted a single month across the entire 84-month window. There is therefore NO own-history base rate of any kind; the all-zero series is not a low level, it is an empty record, and using it would be the own-history-laundering error at its limit. FILL BASIS must be PEER-ONLY: local_police (1,000-2,500] median 702.6/100k x 1,198 => ~8.4 Part-I/yr, composition weighted to larceny. CAVEAT ON THE REPAIR: an ORI that has never filed a month while remaining on the 2024 CDE roster is the profile of a nominal or dormant department with PA State Police providing actual patrol; if a PSP footprint covers cousub 4211107712 in the panel, this fill must be SUPPRESSED rather than added, or the borough is counted twice. On the packet as given the polygon is exclusive w=1 to this ORI with no competing ORI, so the peer fill stands, but the PSP-coverage check must be run before the fill is published. PA State Police UCR (ucr.pa.gov) would set"
r-PA0561700-indian-lake,2024,PA,PA0561700,misread_missing,treat_missing_repair,,medium,0,"Set 2024 MISSING and fillable; drop the CIUS 0 (2023 carries the identical artefact — CIUS 0/12mo on 0 filed months). Believable measured months in 2024 = 0 (the agency submitted nothing). FILL BASIS: own filed exposure and the peer band converge here, which makes this the best-determined fill in the batch — 14 filed months across 2018-2022 (1/11/0/0/2) carrying 2 Part-I offences (2022: 1 larceny + 1 motor vehicle theft) => ~0.14 per filed month ~= 1.7/yr; peer band (0-1,000] at 503.4/100k x 389 => ~2.0/yr. Fill ~= 2 Part-I/yr, larceny/MVT. DO NOT anchor on 2020, 2021 or 2023 (zero filed months). Note that 2019's 11-filed-month zero is fully consistent with a ~2/yr level (expected ~1.8 offences over 11 months), so it is neither evidence of a suppressed count nor evidence of an exact zero. Footprint exclusive w=1 to cousub 4211136888, no competing ORI, so no double count. Practical panel effect: 0 -> ~2."
r-PA0561800-rockwood,2024,PA,PA0561800,misread_missing,treat_missing_repair,,medium,0,"Set 2024 MISSING and fillable; drop the CIUS 0 (2023 is the same artefact — CIUS 0/12mo on 0 filed months). Believable measured months in 2024 = 0 (the agency submitted nothing). FILL BASIS: 2018-2019 are the last years with substantial filed exposure — 15 filed months (5 + 10) carrying zero Part-I offences at pop ~825 — so the agency's own record supports a very low fill of ~0-1/yr, with a 95% upper bound near 2.4/yr from 15 zero-months. The peer band (0-1,000] at 503.4/100k x 822 => ~4.1/yr is an upper bound only. Recommend filling at the low end (~1/yr, larceny) at the lowest confidence tier. DO NOT anchor on 2020-2023 (zero filed months in all four years) and do not treat the CIUS 2023 zero as a data point, since it is the same publication default now under review. Footprint exclusive w=1 to cousub 4211165736, no competing ORI, so no double count. Practical panel effect is small (0 -> ~1)."
